pm:cp_A01013 	pm:cp_UTB_4_7 	146.677823 	136865.897080
pm:cp_A01007 	pm:cp_UTB_2_5 	197.780262 	143500.728571
pm:cp_A01016 	pm:cp_UTB_4_16 	129.464616 	117954.375883
pm:cp_A01008 	pm:cp_UTB_2_14 	191.006655 	149372.807080
pm:cp_A01014 	pm:cp_UTB_4_8 	171.453431 	150841.382930
pm:cp_A01015 	pm:cp_UTB_4_15 	174.536065 	151529.187968
pm:cp_A01005 	pm:cp_UTB_2_8 	147.708171 	158136.686609
pm:cp_A01009 	pm:cp_UTB_3_8 	143.064015 	135415.285380
pm:cp_A01010 	pm:cp_UTB_3_7 	140.082880 	123948.771230
pm:cp_A01007 	pm:cp_UTB_2_7 	147.857576 	125406.866407
pm:cp_A01006 	pm:cp_UTB_2_15 	167.310572 	157576.588260
pm:cp_A01011 	pm:cp_UTB_3_16 	140.256012 	135298.191230
pm:cp_A01001 	pm:cp_UTB_1_15 	181.662447 	155332.081792
pm:cp_A01004 	pm:cp_UTB_1_8 	135.513182 	146320.972918
pm:cp_A01002 	pm:cp_UTB_1_16 	180.565859 	152914.546468
pm:cp_A01003 	pm:cp_UTB_1_7 	179.099312 	134809.712526
pm:cp_A01012 	pm:cp_UTB_3_15 	145.069956 	138496.715380
pm:cp_A01013 	pm:cp_UTB_4_10 	131.133275 	129408.240633
pm:cp_A01016 	pm:cp_UTB_4_2 	145.219647 	140487.032330
pm:cp_A01008 	pm:cp_UTB_2_16 	156.833792 	149766.807080
pm:cp_A01005 	pm:cp_UTB_2_1 	146.747564 	150842.832938
pm:cp_A01015 	pm:cp_UTB_4_9 	159.498026 	155668.187968
pm:cp_A01006 	pm:cp_UTB_2_2 	159.489084 	158853.415680
pm:cp_A01014 	pm:cp_UTB_4_1 	181.301666 	138374.382930
pm:cp_A01009 	pm:cp_UTB_3_1 	153.218723 	134041.285380
pm:cp_A01010 	pm:cp_UTB_3_2 	145.241019 	135670.771230
pm:cp_A01007 	pm:cp_UTB_2_9 	187.339996 	155265.754822
pm:cp_A01008 	pm:cp_UTB_2_10 	183.396205 	153166.807080
pm:cp_A01002 	pm:cp_UTB_1_9 	183.345875 	161367.862959
pm:cp_A01001 	pm:cp_UTB_1_2 	207.948750 	157478.561143
pm:cp_A01011 	pm:cp_UTB_3_10 	151.340922 	138011.191230
pm:cp_A01003 	pm:cp_UTB_1_1 	171.554950 	148379.225732
pm:cp_A01004 	pm:cp_UTB_1_10 	165.825893 	156453.806840
pm:cp_A01012 	pm:cp_UTB_3_9 	150.641106 	141566.715380
pm:cp_A01014 	pm:cp_UTB_4_12 	152.219363 	127924.726483
pm:cp_A01013 	pm:cp_UTB_4_11 	152.606249 	162215.282118
pm:cp_A01016 	pm:cp_UTB_4_3 	137.635368 	130378.032330
pm:cp_A01009 	pm:cp_UTB_3_3 	121.922957 	133899.285380
pm:cp_A01015 	pm:cp_UTB_4_4 	170.173692 	142667.802930
pm:cp_A01006 	pm:cp_UTB_2_3 	171.679829 	136985.697845
pm:cp_A01005 	pm:cp_UTB_2_4 	178.653443 	159981.686609
pm:cp_A01010 	pm:cp_UTB_3_4 	144.720800 	135724.771230
pm:cp_A01001 	pm:cp_UTB_1_11 	176.485200 	163069.396129
pm:cp_A01008 	pm:cp_UTB_2_12 	186.512538 	152956.807080
pm:cp_A01011 	pm:cp_UTB_3_12 	141.574647 	137882.191230
pm:cp_A01002 	pm:cp_UTB_1_4 	169.555425 	156122.027831
pm:cp_A01004 	pm:cp_UTB_1_3 	153.868384 	145634.260937
pm:cp_A01012 	pm:cp_UTB_3_11 	139.091023 	140978.715380
pm:cp_A01007 	pm:cp_UTB_2_11 	225.807245 	154897.754822
pm:cp_A01003 	pm:cp_UTB_1_12 	187.276562 	158454.771635
pm:cp_A01013 	pm:cp_UTB_4_6 	150.145237 	151953.897091
pm:cp_A01014 	pm:cp_UTB_4_13 	155.964531 	157440.767968
pm:cp_A01005 	pm:cp_UTB_2_6 	147.706724 	158805.684609
pm:cp_A01009 	pm:cp_UTB_3_5 	126.860127 	125135.285380
pm:cp_A01001 	pm:cp_UTB_1_5 	150.309611 	149066.337729
pm:cp_A01016 	pm:cp_UTB_4_14 	127.600012 	118275.375883
pm:cp_A01015 	pm:cp_UTB_4_5 	171.378266 	130084.802930
