A	B	C	D	E
3 	 pm:cp_UTB_3_9 	 pm:cp_Cap_03_1 	 72.986093 	 26.504615
1 	 pm:cp_UTB_1_1 	 pm:cp_Can_01_1 	 104.914896 	 1.503000
1 	 pm:cp_UTB_1_4 	 pm:cp_Can_01_3 	 108.779726 	 6.746079
3 	 pm:cp_UTB_3_2 	 pm:cp_Can_03_3 	 88.283322 	 24.021389
4 	 pm:cp_UTB_4_11 	 pm:cp_Cap_04_1 	 26.512846 	 6.431968
1 	 pm:cp_UTB_1_9 	 pm:cp_Cap_01_1 	 22.955524 	 4.015969
4 	 pm:cp_UTB_4_4 	 pm:cp_Can_04_3 	 37.644970 	 9.790458
4 	 pm:cp_UTB_4_3 	 pm:cp_Can_04_1 	 54.665191 	 15.094457
2 	 pm:cp_UTB_2_4 	 pm:cp_Can_02_3 	 40.491039 	 6.701076
2 	 pm:cp_UTB_2_7 	 pm:cp_Can_02_1 	 146.200488 	 27.871196
3 	 pm:cp_UTB_3_10 	 pm:cp_Cap_03_3 	 126.720245 	 37.276379
1 	 pm:cp_UTB_1_3 	 pm:cp_Can_01_1 	 72.972679 	 2.113000
2 	 pm:cp_UTB_2_11 	 pm:cp_Cap_02_1 	 63.525791 	 7.238968
3 	 pm:cp_UTB_3_3 	 pm:cp_Can_03_1 	 71.048036 	 22.681389
4 	 pm:cp_UTB_4_12 	 pm:cp_Cap_04_3 	 106.391715 	 27.742213
1 	 pm:cp_UTB_1_2 	 pm:cp_Can_01_3 	 100.070719 	 6.687079
2 	 pm:cp_UTB_2_12 	 pm:cp_Cap_02_3 	 84.220762 	 11.995456
3 	 pm:cp_UTB_3_11 	 pm:cp_Cap_03_1 	 74.222825 	 27.092615
3 	 pm:cp_UTB_3_4 	 pm:cp_Can_03_3 	 83.898898 	 23.967389
4 	 pm:cp_UTB_4_13 	 pm:cp_Cap_04_1 	 34.728745 	 9.913968
1 	 pm:cp_UTB_1_6 	 pm:cp_Can_01_3 	 26.849514 	 8.055077
4 	 pm:cp_UTB_4_6 	 pm:cp_Can_04_3 	 37.651666 	 7.582458
3 	 pm:cp_UTB_3_12 	 pm:cp_Cap_03_3 	 107.793658 	 37.405379
1 	 pm:cp_UTB_1_12 	 pm:cp_Cap_01_3 	 128.558356 	 6.841968
2 	 pm:cp_UTB_2_3 	 pm:cp_Can_02_1 	 131.103741 	 22.129198
1 	 pm:cp_UTB_1_13 	 pm:cp_Cap_01_1 	 59.477220 	 32.948987
2 	 pm:cp_UTB_2_6 	 pm:cp_Can_02_3 	 54.816927 	 7.877078
4 	 pm:cp_UTB_4_5 	 pm:cp_Can_04_1 	 77.808954 	 17.417457
2 	 pm:cp_UTB_2_5 	 pm:cp_Can_02_1 	 58.500577 	 9.174000
4 	 pm:cp_UTB_4_14 	 pm:cp_Cap_04_3 	 81.024530 	 29.576213
2 	 pm:cp_UTB_2_13 	 pm:cp_Cap_02_1 	 57.010778 	 9.973968
1 	 pm:cp_UTB_1_5 	 pm:cp_Can_01_1 	 89.016825 	 7.786513
3 	 pm:cp_UTB_3_5 	 pm:cp_Can_03_1 	 73.836293 	 31.445389
3 	 pm:cp_UTB_3_6 	 pm:cp_Can_03_3 	 65.581029 	 25.660389
2 	 pm:cp_UTB_2_14 	 pm:cp_Cap_02_3 	 84.438019 	 15.579456
1 	 pm:cp_UTB_1_14 	 pm:cp_Cap_01_3 	 118.128174 	 7.987889
4 	 pm:cp_UTB_4_15 	 pm:cp_Cap_04_1 	 35.980613 	 10.039968
3 	 pm:cp_UTB_3_13 	 pm:cp_Cap_03_1 	 106.874721 	 29.055615
2 	 pm:cp_UTB_2_1 	 pm:cp_Can_02_1 	 31.928652 	 8.904998
4 	 pm:cp_UTB_4_7 	 pm:cp_Can_04_1 	 55.877313 	 17.714457
3 	 pm:cp_UTB_3_14 	 pm:cp_Cap_03_3 	 126.906986 	 39.978379
2 	 pm:cp_UTB_2_15 	 pm:cp_Cap_02_1 	 42.961093 	 10.396968
4 	 pm:cp_UTB_4_8 	 pm:cp_Can_04_3 	 76.265922 	 7.402458
2 	 pm:cp_UTB_2_8 	 pm:cp_Can_02_3 	 57.665398 	 8.546076
1 	 pm:cp_UTB_1_15 	 pm:cp_Cap_01_1 	 69.872134 	 33.288986
4 	 pm:cp_UTB_4_16 	 pm:cp_Cap_04_3 	 86.060227 	 29.897213
2 	 pm:cp_UTB_2_16 	 pm:cp_Cap_02_3 	 65.941617 	 15.185456
1 	 pm:cp_UTB_1_8 	 pm:cp_Can_01_3 	 88.609576 	 8.739077
1 	 pm:cp_UTB_1_7 	 pm:cp_Can_01_1 	 93.724841 	 15.072513
3 	 pm:cp_UTB_3_8 	 pm:cp_Can_03_3 	 65.848472 	 25.569389
3 	 pm:cp_UTB_3_15 	 pm:cp_Cap_03_1 	 67.967469 	 29.574615
3 	 pm:cp_UTB_3_7 	 pm:cp_Can_03_1 	 79.761273 	 31.339389
1 	 pm:cp_UTB_1_16 	 pm:cp_Cap_01_3 	 92.860409 	 39.994988
4 	 pm:cp_UTB_4_9 	 pm:cp_Cap_04_1 	 27.294469 	 5.900968
4 	 pm:cp_UTB_4_1 	 pm:cp_Can_04_1 	 36.829748 	 14.913457
3 	 pm:cp_UTB_3_16 	 pm:cp_Cap_03_3 	 102.677053 	 39.989379
1 	 pm:cp_UTB_1_4 	 pm:cp_Can_01_3 	 37.083678 	 6.746079
4 	 pm:cp_UTB_4_10 	 pm:cp_Cap_04_3 	 53.161480 	 27.551213
4 	 pm:cp_UTB_4_2 	 pm:cp_Can_04_3 	 58.325518 	 9.941458
2 	 pm:cp_UTB_2_10 	 pm:cp_Cap_02_3 	 28.702695 	 11.785456
2 	 pm:cp_UTB_2_9 	 pm:cp_Cap_02_1 	 35.970573 	 6.870968
2 	 pm:cp_UTB_2_2 	 pm:cp_Can_02_3 	 48.935961 	 6.593078
1 	 pm:cp_UTB_1_10 	 pm:cp_Cap_01_3 	 51.437991 	 6.707968
1 	 pm:cp_UTB_1_1 	 pm:cp_Can_01_1 	 85.017367 	 1.503000
3 	 pm:cp_UTB_3_2 	 pm:cp_Can_03_3 	 55.112337 	 24.021389
3 	 pm:cp_UTB_3_1 	 pm:cp_Can_03_1 	 68.369892 	 22.539389
1 	 pm:cp_UTB_1_11 	 pm:cp_Cap_01_1 	 92.736651 	 3.611969
3 	 pm:cp_UTB_3_10 	 pm:cp_Cap_03_3 	 93.414790 	 37.276379
4 	 pm:cp_UTB_4_11 	 pm:cp_Cap_04_1 	 29.931721 	 6.431968
1 	 pm:cp_UTB_1_9 	 pm:cp_Cap_01_1 	 26.694791 	 4.015969
4 	 pm:cp_UTB_4_4 	 pm:cp_Can_04_3 	 42.890593 	 9.790458
4 	 pm:cp_UTB_4_3 	 pm:cp_Can_04_1 	 43.956707 	 15.094457
2 	 pm:cp_UTB_2_7 	 pm:cp_Can_02_1 	 130.869324 	 27.871196
4 	 pm:cp_UTB_4_12 	 pm:cp_Cap_04_3 	 52.593343 	 27.742213
3 	 pm:cp_UTB_3_9 	 pm:cp_Cap_03_1 	 118.171608 	 26.504615
2 	 pm:cp_UTB_2_12 	 pm:cp_Cap_02_3 	 29.358001 	 11.995456
1 	 pm:cp_UTB_1_3 	 pm:cp_Can_01_1 	 65.771821 	 2.113000
2 	 pm:cp_UTB_2_4 	 pm:cp_Can_02_3 	 70.749390 	 6.701076
2 	 pm:cp_UTB_2_11 	 pm:cp_Cap_02_1 	 65.096925 	 7.238968
3 	 pm:cp_UTB_3_11 	 pm:cp_Cap_03_1 	 63.936218 	 27.092615
3 	 pm:cp_UTB_3_3 	 pm:cp_Can_03_1 	 81.310615 	 22.681389
1 	 pm:cp_UTB_1_2 	 pm:cp_Can_01_3 	 105.823582 	 6.687079
1 	 pm:cp_UTB_1_12 	 pm:cp_Cap_01_3 	 102.615242 	 6.841968
3 	 pm:cp_UTB_3_4 	 pm:cp_Can_03_3 	 94.877119 	 23.967389
4 	 pm:cp_UTB_4_6 	 pm:cp_Can_04_3 	 33.686304 	 7.582458
2 	 pm:cp_UTB_2_3 	 pm:cp_Can_02_1 	 122.221480 	 22.129198
4 	 pm:cp_UTB_4_13 	 pm:cp_Cap_04_1 	 37.026056 	 9.913968
2 	 pm:cp_UTB_2_13 	 pm:cp_Cap_02_1 	 34.462929 	 9.973968
4 	 pm:cp_UTB_4_5 	 pm:cp_Can_04_1 	 67.372281 	 17.417457
2 	 pm:cp_UTB_2_5 	 pm:cp_Can_02_1 	 48.292240 	 9.174000
2 	 pm:cp_UTB_2_14 	 pm:cp_Cap_02_3 	 52.450238 	 15.579456
1 	 pm:cp_UTB_1_5 	 pm:cp_Can_01_1 	 83.224701 	 7.786513
3 	 pm:cp_UTB_3_12 	 pm:cp_Cap_03_3 	 160.300067 	 37.405379
2 	 pm:cp_UTB_2_6 	 pm:cp_Can_02_3 	 78.922993 	 7.877078
4 	 pm:cp_UTB_4_14 	 pm:cp_Cap_04_3 	 103.144669 	 29.576213
3 	 pm:cp_UTB_3_13 	 pm:cp_Cap_03_1 	 85.042955 	 29.055615
1 	 pm:cp_UTB_1_6 	 pm:cp_Can_01_3 	 119.448162 	 8.055077
3 	 pm:cp_UTB_3_6 	 pm:cp_Can_03_3 	 89.811285 	 25.660389
3 	 pm:cp_UTB_3_5 	 pm:cp_Can_03_1 	 103.714657 	 31.445389
1 	 pm:cp_UTB_1_14 	 pm:cp_Cap_01_3 	 121.756319 	 7.987889
1 	 pm:cp_UTB_1_13 	 pm:cp_Cap_01_1 	 134.948510 	 32.948987
4 	 pm:cp_UTB_4_15 	 pm:cp_Cap_04_1 	 39.422280 	 10.039968
3 	 pm:cp_UTB_3_14 	 pm:cp_Cap_03_3 	 116.492604 	 39.978379
2 	 pm:cp_UTB_2_8 	 pm:cp_Can_02_3 	 55.101480 	 8.546076
2 	 pm:cp_UTB_2_1 	 pm:cp_Can_02_1 	 56.971301 	 8.904998
2 	 pm:cp_UTB_2_15 	 pm:cp_Cap_02_1 	 51.288254 	 10.396968
4 	 pm:cp_UTB_4_7 	 pm:cp_Can_04_1 	 85.220904 	 17.714457
1 	 pm:cp_UTB_1_15 	 pm:cp_Cap_01_1 	 78.746740 	 33.288986
3 	 pm:cp_UTB_3_15 	 pm:cp_Cap_03_1 	 55.299400 	 29.574615
2 	 pm:cp_UTB_2_16 	 pm:cp_Cap_02_3 	 67.222534 	 15.185456
1 	 pm:cp_UTB_1_7 	 pm:cp_Can_01_1 	 89.493117 	 15.072513
3 	 pm:cp_UTB_3_8 	 pm:cp_Can_03_3 	 67.662896 	 25.569389
4 	 pm:cp_UTB_4_16 	 pm:cp_Cap_04_3 	 108.665148 	 29.897213
4 	 pm:cp_UTB_4_8 	 pm:cp_Can_04_3 	 111.173485 	 7.402458
1 	 pm:cp_UTB_1_16 	 pm:cp_Cap_01_3 	 94.858852 	 39.994988
3 	 pm:cp_UTB_3_7 	 pm:cp_Can_03_1 	 93.132036 	 31.339389
4 	 pm:cp_UTB_4_9 	 pm:cp_Cap_04_1 	 24.452764 	 5.900968
1 	 pm:cp_UTB_1_8 	 pm:cp_Can_01_3 	 125.467229 	 8.739077
3 	 pm:cp_UTB_3_16 	 pm:cp_Cap_03_3 	 105.573914 	 39.989379
4 	 pm:cp_UTB_4_10 	 pm:cp_Cap_04_3 	 54.856945 	 27.551213
4 	 pm:cp_UTB_4_2 	 pm:cp_Can_04_3 	 63.568438 	 9.941458
4 	 pm:cp_UTB_4_1 	 pm:cp_Can_04_1 	 67.650734 	 14.913457
2 	 pm:cp_UTB_2_2 	 pm:cp_Can_02_3 	 50.749861 	 6.593078
3 	 pm:cp_UTB_3_1 	 pm:cp_Can_03_1 	 53.489888 	 22.539389
2 	 pm:cp_UTB_2_9 	 pm:cp_Cap_02_1 	 65.834753 	 6.870968
1 	 pm:cp_UTB_1_10 	 pm:cp_Cap_01_3 	 82.869790 	 6.707968
3 	 pm:cp_UTB_3_2 	 pm:cp_Can_03_3 	 67.283322 	 24.021389
1 	 pm:cp_UTB_1_4 	 pm:cp_Can_01_3 	 101.132401 	 6.746079
1 	 pm:cp_UTB_1_11 	 pm:cp_Cap_01_1 	 104.825673 	 3.611969
2 	 pm:cp_UTB_2_10 	 pm:cp_Cap_02_3 	 94.087382 	 11.785456
1 	 pm:cp_UTB_1_1 	 pm:cp_Can_01_1 	 121.925371 	 1.503000
4 	 pm:cp_UTB_4_11 	 pm:cp_Cap_04_1 	 28.900358 	 6.431968
4 	 pm:cp_UTB_4_4 	 pm:cp_Can_04_3 	 39.590403 	 9.790458
3 	 pm:cp_UTB_3_9 	 pm:cp_Cap_03_1 	 116.551858 	 26.504615
1 	 pm:cp_UTB_1_9 	 pm:cp_Cap_01_1 	 46.088342 	 4.015969
2 	 pm:cp_UTB_2_7 	 pm:cp_Can_02_1 	 148.444991 	 27.871196
4 	 pm:cp_UTB_4_3 	 pm:cp_Can_04_1 	 63.927960 	 15.094457
3 	 pm:cp_UTB_3_10 	 pm:cp_Cap_03_3 	 136.730042 	 37.276379
4 	 pm:cp_UTB_4_12 	 pm:cp_Cap_04_3 	 79.374314 	 27.742213
3 	 pm:cp_UTB_3_4 	 pm:cp_Can_03_3 	 46.978524 	 23.967389
2 	 pm:cp_UTB_2_11 	 pm:cp_Cap_02_1 	 57.931603 	 7.238968
1 	 pm:cp_UTB_1_12 	 pm:cp_Cap_01_3 	 80.246493 	 6.841968
3 	 pm:cp_UTB_3_3 	 pm:cp_Can_03_1 	 75.396249 	 22.681389
1 	 pm:cp_UTB_1_3 	 pm:cp_Can_01_1 	 97.817190 	 2.113000
2 	 pm:cp_UTB_2_4 	 pm:cp_Can_02_3 	 87.747952 	 6.701076
2 	 pm:cp_UTB_2_12 	 pm:cp_Cap_02_3 	 77.908688 	 11.995456
2 	 pm:cp_UTB_2_3 	 pm:cp_Can_02_1 	 104.640586 	 22.129198
1 	 pm:cp_UTB_1_2 	 pm:cp_Can_01_3 	 116.338076 	 6.687079
3 	 pm:cp_UTB_3_12 	 pm:cp_Cap_03_3 	 102.065558 	 37.405379
4 	 pm:cp_UTB_4_13 	 pm:cp_Cap_04_1 	 37.144339 	 9.913968
4 	 pm:cp_UTB_4_6 	 pm:cp_Can_04_3 	 40.651666 	 7.582458
2 	 pm:cp_UTB_2_5 	 pm:cp_Can_02_1 	 26.345497 	 9.174000
3 	 pm:cp_UTB_3_11 	 pm:cp_Cap_03_1 	 121.534402 	 27.092615
4 	 pm:cp_UTB_4_5 	 pm:cp_Can_04_1 	 59.204979 	 17.417457
1 	 pm:cp_UTB_1_5 	 pm:cp_Can_01_1 	 49.930596 	 7.786513
2 	 pm:cp_UTB_2_14 	 pm:cp_Cap_02_3 	 33.905227 	 15.579456
1 	 pm:cp_UTB_1_6 	 pm:cp_Can_01_3 	 54.154529 	 8.055077
1 	 pm:cp_UTB_1_13 	 pm:cp_Cap_01_1 	 56.183571 	 32.948987
2 	 pm:cp_UTB_2_6 	 pm:cp_Can_02_3 	 54.745708 	 7.877078
3 	 pm:cp_UTB_3_6 	 pm:cp_Can_03_3 	 53.659753 	 25.660389
4 	 pm:cp_UTB_4_14 	 pm:cp_Cap_04_3 	 95.427284 	 29.576213
2 	 pm:cp_UTB_2_13 	 pm:cp_Cap_02_1 	 78.839865 	 9.973968
1 	 pm:cp_UTB_1_14 	 pm:cp_Cap_01_3 	 95.529017 	 7.987889
3 	 pm:cp_UTB_3_5 	 pm:cp_Can_03_1 	 86.323135 	 31.445389
3 	 pm:cp_UTB_3_14 	 pm:cp_Cap_03_3 	 92.112675 	 39.978379
4 	 pm:cp_UTB_4_15 	 pm:cp_Cap_04_1 	 34.355205 	 10.039968
4 	 pm:cp_UTB_4_8 	 pm:cp_Can_04_3 	 35.769377 	 7.402458
2 	 pm:cp_UTB_2_1 	 pm:cp_Can_02_1 	 24.323703 	 8.904998
4 	 pm:cp_UTB_4_7 	 pm:cp_Can_04_1 	 70.089468 	 17.714457
3 	 pm:cp_UTB_3_13 	 pm:cp_Cap_03_1 	 142.476210 	 29.055615
2 	 pm:cp_UTB_2_8 	 pm:cp_Can_02_3 	 59.029801 	 8.546076
1 	 pm:cp_UTB_1_8 	 pm:cp_Can_01_3 	 69.552644 	 8.739077
3 	 pm:cp_UTB_3_8 	 pm:cp_Can_03_3 	 43.654534 	 25.569389
4 	 pm:cp_UTB_4_16 	 pm:cp_Cap_04_3 	 84.354898 	 29.897213
3 	 pm:cp_UTB_3_7 	 pm:cp_Can_03_1 	 56.794023 	 31.339389
1 	 pm:cp_UTB_1_15 	 pm:cp_Cap_01_1 	 81.509076 	 33.288986
2 	 pm:cp_UTB_2_15 	 pm:cp_Cap_02_1 	 78.096543 	 10.396968
3 	 pm:cp_UTB_3_16 	 pm:cp_Cap_03_3 	 70.164517 	 39.989379
1 	 pm:cp_UTB_1_16 	 pm:cp_Cap_01_3 	 98.868391 	 39.994988
1 	 pm:cp_UTB_1_7 	 pm:cp_Can_01_1 	 116.228634 	 15.072513
2 	 pm:cp_UTB_2_16 	 pm:cp_Cap_02_3 	 97.689267 	 15.185456
4 	 pm:cp_UTB_4_1 	 pm:cp_Can_04_1 	 39.774685 	 14.913457
3 	 pm:cp_UTB_3_15 	 pm:cp_Cap_03_1 	 109.841377 	 29.574615
4 	 pm:cp_UTB_4_9 	 pm:cp_Cap_04_1 	 48.389085 	 5.900968
4 	 pm:cp_UTB_4_10 	 pm:cp_Cap_04_3 	 56.072620 	 27.551213
1 	 pm:cp_UTB_1_11 	 pm:cp_Cap_01_1 	 46.995986 	 3.611969
2 	 pm:cp_UTB_2_2 	 pm:cp_Can_02_3 	 42.229035 	 6.593078
4 	 pm:cp_UTB_4_2 	 pm:cp_Can_04_3 	 63.045503 	 9.941458
2 	 pm:cp_UTB_2_7 	 pm:cp_Can_02_1 	 44.302862 	 27.871196
2 	 pm:cp_UTB_2_10 	 pm:cp_Cap_02_3 	 39.285574 	 11.785456
3 	 pm:cp_UTB_3_2 	 pm:cp_Can_03_3 	 38.584621 	 24.021389
2 	 pm:cp_UTB_2_9 	 pm:cp_Cap_02_1 	 64.763316 	 6.870968
1 	 pm:cp_UTB_1_4 	 pm:cp_Can_01_3 	 90.186879 	 6.746079
1 	 pm:cp_UTB_1_1 	 pm:cp_Can_01_1 	 92.440878 	 1.503000
3 	 pm:cp_UTB_3_1 	 pm:cp_Can_03_1 	 78.294291 	 22.539389
1 	 pm:cp_UTB_1_10 	 pm:cp_Cap_01_3 	 92.526762 	 6.707968
3 	 pm:cp_UTB_3_9 	 pm:cp_Cap_03_1 	 85.821524 	 26.504615
4 	 pm:cp_UTB_4_11 	 pm:cp_Cap_04_1 	 29.888929 	 6.431968
1 	 pm:cp_UTB_1_3 	 pm:cp_Can_01_1 	 25.943141 	 2.113000
3 	 pm:cp_UTB_3_10 	 pm:cp_Cap_03_3 	 104.758050 	 37.276379
4 	 pm:cp_UTB_4_4 	 pm:cp_Can_04_3 	 39.708234 	 9.790458
4 	 pm:cp_UTB_4_12 	 pm:cp_Cap_04_3 	 53.175452 	 27.742213
1 	 pm:cp_UTB_1_9 	 pm:cp_Cap_01_1 	 44.481340 	 4.015969
4 	 pm:cp_UTB_4_3 	 pm:cp_Can_04_1 	 59.002119 	 15.094457
2 	 pm:cp_UTB_2_4 	 pm:cp_Can_02_3 	 42.399212 	 6.701076
2 	 pm:cp_UTB_2_12 	 pm:cp_Cap_02_3 	 35.329369 	 11.995456
2 	 pm:cp_UTB_2_11 	 pm:cp_Cap_02_1 	 49.136856 	 7.238968
3 	 pm:cp_UTB_3_4 	 pm:cp_Can_03_3 	 39.791095 	 23.967389
3 	 pm:cp_UTB_3_3 	 pm:cp_Can_03_1 	 57.930354 	 22.681389
2 	 pm:cp_UTB_2_3 	 pm:cp_Can_02_1 	 89.037971 	 22.129198
1 	 pm:cp_UTB_1_12 	 pm:cp_Cap_01_3 	 90.056166 	 6.841968
1 	 pm:cp_UTB_1_2 	 pm:cp_Can_01_3 	 115.383719 	 6.687079
3 	 pm:cp_UTB_3_11 	 pm:cp_Cap_03_1 	 89.298064 	 27.092615
4 	 pm:cp_UTB_4_6 	 pm:cp_Can_04_3 	 31.651666 	 7.582458
3 	 pm:cp_UTB_3_12 	 pm:cp_Cap_03_3 	 100.800669 	 37.405379
1 	 pm:cp_UTB_1_6 	 pm:cp_Can_01_3 	 31.514362 	 8.055077
4 	 pm:cp_UTB_4_13 	 pm:cp_Cap_04_1 	 54.426313 	 9.913968
4 	 pm:cp_UTB_4_5 	 pm:cp_Can_04_1 	 55.317381 	 17.417457
2 	 pm:cp_UTB_2_6 	 pm:cp_Can_02_3 	 40.116825 	 7.877078
1 	 pm:cp_UTB_1_5 	 pm:cp_Can_01_1 	 53.789782 	 7.786513
2 	 pm:cp_UTB_2_5 	 pm:cp_Can_02_1 	 45.761706 	 9.174000
1 	 pm:cp_UTB_1_13 	 pm:cp_Cap_01_1 	 79.675754 	 32.948987
3 	 pm:cp_UTB_3_6 	 pm:cp_Can_03_3 	 54.950555 	 25.660389
4 	 pm:cp_UTB_4_14 	 pm:cp_Cap_04_3 	 95.631118 	 29.576213
1 	 pm:cp_UTB_1_14 	 pm:cp_Cap_01_3 	 98.368391 	 7.987889
2 	 pm:cp_UTB_2_13 	 pm:cp_Cap_02_1 	 90.992036 	 9.973968
3 	 pm:cp_UTB_3_14 	 pm:cp_Cap_03_3 	 86.207138 	 39.978379
3 	 pm:cp_UTB_3_5 	 pm:cp_Can_03_1 	 99.494705 	 31.445389
2 	 pm:cp_UTB_2_14 	 pm:cp_Cap_02_3 	 103.437898 	 15.579456
4 	 pm:cp_UTB_4_8 	 pm:cp_Can_04_3 	 30.072088 	 7.402458
2 	 pm:cp_UTB_2_1 	 pm:cp_Can_02_1 	 18.384419 	 8.904998
3 	 pm:cp_UTB_3_13 	 pm:cp_Cap_03_1 	 107.017597 	 29.055615
4 	 pm:cp_UTB_4_15 	 pm:cp_Cap_04_1 	 43.937004 	 10.039968
4 	 pm:cp_UTB_4_7 	 pm:cp_Can_04_1 	 54.093058 	 17.714457
1 	 pm:cp_UTB_1_8 	 pm:cp_Can_01_3 	 59.852115 	 8.739077
2 	 pm:cp_UTB_2_15 	 pm:cp_Cap_02_1 	 40.961591 	 10.396968
4 	 pm:cp_UTB_4_16 	 pm:cp_Cap_04_3 	 84.381621 	 29.897213
3 	 pm:cp_UTB_3_8 	 pm:cp_Can_03_3 	 55.249593 	 25.569389
1 	 pm:cp_UTB_1_15 	 pm:cp_Cap_01_1 	 92.862685 	 33.288986
2 	 pm:cp_UTB_2_16 	 pm:cp_Cap_02_3 	 74.179553 	 15.185456
1 	 pm:cp_UTB_1_7 	 pm:cp_Can_01_1 	 94.916846 	 15.072513
1 	 pm:cp_UTB_1_16 	 pm:cp_Cap_01_3 	 103.061543 	 39.994988
3 	 pm:cp_UTB_3_7 	 pm:cp_Can_03_1 	 98.487295 	 31.339389
3 	 pm:cp_UTB_3_16 	 pm:cp_Cap_03_3 	 90.064612 	 39.989379
4 	 pm:cp_UTB_4_9 	 pm:cp_Cap_04_1 	 33.425535 	 5.900968
3 	 pm:cp_UTB_3_15 	 pm:cp_Cap_03_1 	 102.062023 	 29.574615
4 	 pm:cp_UTB_4_1 	 pm:cp_Can_04_1 	 37.296385 	 14.913457
2 	 pm:cp_UTB_2_8 	 pm:cp_Can_02_3 	 129.595737 	 8.546076
4 	 pm:cp_UTB_4_10 	 pm:cp_Cap_04_3 	 51.442811 	 27.551213
1 	 pm:cp_UTB_1_10 	 pm:cp_Cap_01_3 	 34.644701 	 6.707968
2 	 pm:cp_UTB_2_9 	 pm:cp_Cap_02_1 	 34.439326 	 6.870968
2 	 pm:cp_UTB_2_7 	 pm:cp_Can_02_1 	 49.192041 	 27.871196
1 	 pm:cp_UTB_1_11 	 pm:cp_Cap_01_1 	 60.787896 	 3.611969
3 	 pm:cp_UTB_3_1 	 pm:cp_Can_03_1 	 43.947291 	 22.539389
2 	 pm:cp_UTB_2_10 	 pm:cp_Cap_02_3 	 45.637176 	 11.785456
4 	 pm:cp_UTB_4_2 	 pm:cp_Can_04_3 	 76.671603 	 9.941458
1 	 pm:cp_UTB_1_1 	 pm:cp_Can_01_1 	 74.655844 	 1.503000
3 	 pm:cp_UTB_3_10 	 pm:cp_Cap_03_3 	 47.832923 	 37.276379
1 	 pm:cp_UTB_1_4 	 pm:cp_Can_01_3 	 104.612727 	 6.746079
3 	 pm:cp_UTB_3_2 	 pm:cp_Can_03_3 	 74.825122 	 24.021389
2 	 pm:cp_UTB_2_2 	 pm:cp_Can_02_3 	 96.176730 	 6.593078
3 	 pm:cp_UTB_3_9 	 pm:cp_Cap_03_1 	 88.052058 	 26.504615
4 	 pm:cp_UTB_4_11 	 pm:cp_Cap_04_1 	 33.032526 	 6.431968
4 	 pm:cp_UTB_4_4 	 pm:cp_Can_04_3 	 37.425294 	 9.790458
4 	 pm:cp_UTB_4_3 	 pm:cp_Can_04_1 	 46.387929 	 15.094457
2 	 pm:cp_UTB_2_11 	 pm:cp_Cap_02_1 	 25.127308 	 7.238968
1 	 pm:cp_UTB_1_9 	 pm:cp_Cap_01_1 	 47.335917 	 4.015969
2 	 pm:cp_UTB_2_3 	 pm:cp_Can_02_1 	 42.609533 	 22.129198
4 	 pm:cp_UTB_4_12 	 pm:cp_Cap_04_3 	 64.749208 	 27.742213
2 	 pm:cp_UTB_2_12 	 pm:cp_Cap_02_3 	 36.194208 	 11.995456
1 	 pm:cp_UTB_1_3 	 pm:cp_Can_01_1 	 68.982442 	 2.113000
1 	 pm:cp_UTB_1_12 	 pm:cp_Cap_01_3 	 74.048745 	 6.841968
2 	 pm:cp_UTB_2_4 	 pm:cp_Can_02_3 	 88.663654 	 6.701076
1 	 pm:cp_UTB_1_2 	 pm:cp_Can_01_3 	 100.236496 	 6.687079
3 	 pm:cp_UTB_3_3 	 pm:cp_Can_03_1 	 81.025285 	 22.681389
3 	 pm:cp_UTB_3_11 	 pm:cp_Cap_03_1 	 83.859271 	 27.092615
3 	 pm:cp_UTB_3_4 	 pm:cp_Can_03_3 	 89.783321 	 23.967389
4 	 pm:cp_UTB_4_6 	 pm:cp_Can_04_3 	 35.213021 	 7.582458
2 	 pm:cp_UTB_2_5 	 pm:cp_Can_02_1 	 24.832333 	 9.174000
2 	 pm:cp_UTB_2_6 	 pm:cp_Can_02_3 	 31.218080 	 7.877078
3 	 pm:cp_UTB_3_12 	 pm:cp_Cap_03_3 	 121.008957 	 37.405379
4 	 pm:cp_UTB_4_5 	 pm:cp_Can_04_1 	 55.760792 	 17.417457
4 	 pm:cp_UTB_4_13 	 pm:cp_Cap_04_1 	 57.443866 	 9.913968
1 	 pm:cp_UTB_1_5 	 pm:cp_Can_01_1 	 58.165463 	 7.786513
1 	 pm:cp_UTB_1_13 	 pm:cp_Cap_01_1 	 59.477220 	 32.948987
2 	 pm:cp_UTB_2_14 	 pm:cp_Cap_02_3 	 41.504555 	 15.579456
4 	 pm:cp_UTB_4_14 	 pm:cp_Cap_04_3 	 86.684364 	 29.576213
2 	 pm:cp_UTB_2_13 	 pm:cp_Cap_02_1 	 69.886599 	 9.973968
1 	 pm:cp_UTB_1_6 	 pm:cp_Can_01_3 	 91.735672 	 8.055077
3 	 pm:cp_UTB_3_6 	 pm:cp_Can_03_3 	 77.297332 	 25.660389
3 	 pm:cp_UTB_3_5 	 pm:cp_Can_03_1 	 90.138063 	 31.445389
1 	 pm:cp_UTB_1_14 	 pm:cp_Cap_01_3 	 102.368391 	 7.987889
4 	 pm:cp_UTB_4_8 	 pm:cp_Can_04_3 	 34.240580 	 7.402458
3 	 pm:cp_UTB_3_14 	 pm:cp_Cap_03_3 	 100.831706 	 39.978379
