A	B	C	D	E
3 	 pm:cp_UTB_3_13 	 pm:cp_Cap_03_1 	 117.631833 	 29.055615
2 	 pm:cp_UTB_2_5 	 pm:cp_Can_02_1 	 36.297198 	 9.174000
2 	 pm:cp_UTB_2_15 	 pm:cp_Cap_02_1 	 47.115813 	 10.396968
2 	 pm:cp_UTB_2_8 	 pm:cp_Can_02_3 	 58.612303 	 8.546076
1 	 pm:cp_UTB_1_8 	 pm:cp_Can_01_3 	 75.675735 	 8.739077
4 	 pm:cp_UTB_4_16 	 pm:cp_Cap_04_3 	 91.602111 	 29.897213
3 	 pm:cp_UTB_3_8 	 pm:cp_Can_03_3 	 62.241709 	 25.569389
1 	 pm:cp_UTB_1_7 	 pm:cp_Can_01_1 	 92.560018 	 15.072513
2 	 pm:cp_UTB_2_16 	 pm:cp_Cap_02_3 	 73.719018 	 15.185456
3 	 pm:cp_UTB_3_7 	 pm:cp_Can_03_1 	 75.515116 	 31.339389
1 	 pm:cp_UTB_1_15 	 pm:cp_Cap_01_1 	 99.244942 	 33.288986
1 	 pm:cp_UTB_1_16 	 pm:cp_Cap_01_3 	 110.557291 	 39.994988
4 	 pm:cp_UTB_4_9 	 pm:cp_Cap_04_1 	 30.388725 	 5.900968
1 	 pm:cp_UTB_1_2 	 pm:cp_Can_01_3 	 24.918870 	 6.687079
4 	 pm:cp_UTB_4_1 	 pm:cp_Can_04_1 	 47.023627 	 14.913457
4 	 pm:cp_UTB_4_10 	 pm:cp_Cap_04_3 	 47.124171 	 27.551213
4 	 pm:cp_UTB_4_2 	 pm:cp_Can_04_3 	 47.766968 	 9.941458
2 	 pm:cp_UTB_2_2 	 pm:cp_Can_02_3 	 29.005731 	 6.593078
3 	 pm:cp_UTB_3_15 	 pm:cp_Cap_03_1 	 121.919335 	 29.574615
2 	 pm:cp_UTB_2_9 	 pm:cp_Cap_02_1 	 28.407591 	 6.870968
2 	 pm:cp_UTB_2_10 	 pm:cp_Cap_02_3 	 29.935844 	 11.785456
3 	 pm:cp_UTB_3_16 	 pm:cp_Cap_03_3 	 142.096847 	 39.989379
1 	 pm:cp_UTB_1_9 	 pm:cp_Cap_01_1 	 63.764333 	 4.015969
1 	 pm:cp_UTB_1_10 	 pm:cp_Cap_01_3 	 55.123172 	 6.707968
2 	 pm:cp_UTB_2_1 	 pm:cp_Can_02_1 	 60.296637 	 8.904998
1 	 pm:cp_UTB_1_1 	 pm:cp_Can_01_1 	 77.172317 	 1.503000
3 	 pm:cp_UTB_3_1 	 pm:cp_Can_03_1 	 62.452435 	 22.539389
3 	 pm:cp_UTB_3_9 	 pm:cp_Cap_03_1 	 67.439945 	 26.504615
3 	 pm:cp_UTB_3_2 	 pm:cp_Can_03_3 	 75.283322 	 24.021389
3 	 pm:cp_UTB_3_10 	 pm:cp_Cap_03_3 	 99.569660 	 37.276379
4 	 pm:cp_UTB_4_11 	 pm:cp_Cap_04_1 	 30.888565 	 6.431968
4 	 pm:cp_UTB_4_3 	 pm:cp_Can_04_1 	 37.058771 	 15.094457
4 	 pm:cp_UTB_4_4 	 pm:cp_Can_04_3 	 44.596129 	 9.790458
4 	 pm:cp_UTB_4_12 	 pm:cp_Cap_04_3 	 49.136721 	 27.742213
2 	 pm:cp_UTB_2_4 	 pm:cp_Can_02_3 	 33.367543 	 6.701076
1 	 pm:cp_UTB_1_11 	 pm:cp_Cap_01_1 	 44.388410 	 3.611969
1 	 pm:cp_UTB_1_3 	 pm:cp_Can_01_1 	 55.973113 	 2.113000
2 	 pm:cp_UTB_2_12 	 pm:cp_Cap_02_3 	 37.754706 	 11.995456
3 	 pm:cp_UTB_3_3 	 pm:cp_Can_03_1 	 48.505810 	 22.681389
2 	 pm:cp_UTB_2_11 	 pm:cp_Cap_02_1 	 60.308129 	 7.238968
1 	 pm:cp_UTB_1_4 	 pm:cp_Can_01_3 	 87.256532 	 6.746079
1 	 pm:cp_UTB_1_12 	 pm:cp_Cap_01_3 	 78.062582 	 6.841968
3 	 pm:cp_UTB_3_4 	 pm:cp_Can_03_3 	 90.003773 	 23.967389
2 	 pm:cp_UTB_2_3 	 pm:cp_Can_02_1 	 110.286301 	 22.129198
3 	 pm:cp_UTB_3_11 	 pm:cp_Cap_03_1 	 96.755761 	 27.092615
4 	 pm:cp_UTB_4_6 	 pm:cp_Can_04_3 	 30.651666 	 7.582458
3 	 pm:cp_UTB_3_12 	 pm:cp_Cap_03_3 	 104.833987 	 37.405379
4 	 pm:cp_UTB_4_5 	 pm:cp_Can_04_1 	 47.376803 	 17.417457
4 	 pm:cp_UTB_4_13 	 pm:cp_Cap_04_1 	 47.390445 	 9.913968
1 	 pm:cp_UTB_1_5 	 pm:cp_Can_01_1 	 53.779045 	 7.786513
2 	 pm:cp_UTB_2_6 	 pm:cp_Can_02_3 	 47.238688 	 7.877078
2 	 pm:cp_UTB_2_13 	 pm:cp_Cap_02_1 	 47.483894 	 9.973968
4 	 pm:cp_UTB_4_14 	 pm:cp_Cap_04_3 	 85.632567 	 29.576213
3 	 pm:cp_UTB_3_6 	 pm:cp_Can_03_3 	 50.864801 	 25.660389
3 	 pm:cp_UTB_3_13 	 pm:cp_Cap_03_1 	 54.503117 	 29.055615
1 	 pm:cp_UTB_1_6 	 pm:cp_Can_01_3 	 87.788365 	 8.055077
1 	 pm:cp_UTB_1_14 	 pm:cp_Cap_01_3 	 82.416956 	 7.987889
3 	 pm:cp_UTB_3_14 	 pm:cp_Cap_03_3 	 63.620355 	 39.978379
2 	 pm:cp_UTB_2_14 	 pm:cp_Cap_02_3 	 79.431426 	 15.579456
3 	 pm:cp_UTB_3_5 	 pm:cp_Can_03_1 	 81.441731 	 31.445389
2 	 pm:cp_UTB_2_7 	 pm:cp_Can_02_1 	 100.077875 	 27.871196
1 	 pm:cp_UTB_1_13 	 pm:cp_Cap_01_1 	 117.477220 	 32.948987
4 	 pm:cp_UTB_4_15 	 pm:cp_Cap_04_1 	 28.902924 	 10.039968
4 	 pm:cp_UTB_4_8 	 pm:cp_Can_04_3 	 41.601443 	 7.402458
2 	 pm:cp_UTB_2_8 	 pm:cp_Can_02_3 	 34.163241 	 8.546076
4 	 pm:cp_UTB_4_7 	 pm:cp_Can_04_1 	 54.505105 	 17.714457
2 	 pm:cp_UTB_2_5 	 pm:cp_Can_02_1 	 50.257004 	 9.174000
1 	 pm:cp_UTB_1_8 	 pm:cp_Can_01_3 	 69.254577 	 8.739077
4 	 pm:cp_UTB_4_16 	 pm:cp_Cap_04_3 	 86.571316 	 29.897213
3 	 pm:cp_UTB_3_8 	 pm:cp_Can_03_3 	 48.502940 	 25.569389
2 	 pm:cp_UTB_2_15 	 pm:cp_Cap_02_1 	 64.921847 	 10.396968
1 	 pm:cp_UTB_1_7 	 pm:cp_Can_01_1 	 90.038820 	 15.072513
3 	 pm:cp_UTB_3_7 	 pm:cp_Can_03_1 	 75.873301 	 31.339389
1 	 pm:cp_UTB_1_15 	 pm:cp_Cap_01_1 	 99.141501 	 33.288986
3 	 pm:cp_UTB_3_16 	 pm:cp_Cap_03_3 	 81.896562 	 39.989379
2 	 pm:cp_UTB_2_16 	 pm:cp_Cap_02_3 	 95.460424 	 15.185456
1 	 pm:cp_UTB_1_16 	 pm:cp_Cap_01_3 	 108.707429 	 39.994988
1 	 pm:cp_UTB_1_1 	 pm:cp_Can_01_1 	 27.649940 	 1.503000
4 	 pm:cp_UTB_4_2 	 pm:cp_Can_04_3 	 39.943687 	 9.941458
4 	 pm:cp_UTB_4_1 	 pm:cp_Can_04_1 	 43.444866 	 14.913457
2 	 pm:cp_UTB_2_1 	 pm:cp_Can_02_1 	 27.173274 	 8.904998
2 	 pm:cp_UTB_2_2 	 pm:cp_Can_02_3 	 29.665131 	 6.593078
4 	 pm:cp_UTB_4_10 	 pm:cp_Cap_04_3 	 54.068474 	 27.551213
3 	 pm:cp_UTB_3_15 	 pm:cp_Cap_03_1 	 127.203904 	 29.574615
4 	 pm:cp_UTB_4_9 	 pm:cp_Cap_04_1 	 56.584905 	 5.900968
2 	 pm:cp_UTB_2_9 	 pm:cp_Cap_02_1 	 28.691362 	 6.870968
1 	 pm:cp_UTB_1_9 	 pm:cp_Cap_01_1 	 54.656003 	 4.015969
3 	 pm:cp_UTB_3_1 	 pm:cp_Can_03_1 	 50.762316 	 22.539389
2 	 pm:cp_UTB_2_10 	 pm:cp_Cap_02_3 	 62.133130 	 11.785456
1 	 pm:cp_UTB_1_2 	 pm:cp_Can_01_3 	 83.675079 	 6.687079
3 	 pm:cp_UTB_3_2 	 pm:cp_Can_03_3 	 76.869651 	 24.021389
1 	 pm:cp_UTB_1_10 	 pm:cp_Cap_01_3 	 97.893320 	 6.707968
4 	 pm:cp_UTB_4_11 	 pm:cp_Cap_04_1 	 27.889253 	 6.431968
3 	 pm:cp_UTB_3_10 	 pm:cp_Cap_03_3 	 104.531303 	 37.276379
4 	 pm:cp_UTB_4_4 	 pm:cp_Can_04_3 	 41.515187 	 9.790458
3 	 pm:cp_UTB_3_9 	 pm:cp_Cap_03_1 	 119.967365 	 26.504615
4 	 pm:cp_UTB_4_3 	 pm:cp_Can_04_1 	 52.633345 	 15.094457
4 	 pm:cp_UTB_4_12 	 pm:cp_Cap_04_3 	 53.432993 	 27.742213
2 	 pm:cp_UTB_2_4 	 pm:cp_Can_02_3 	 34.947763 	 6.701076
1 	 pm:cp_UTB_1_11 	 pm:cp_Cap_01_1 	 54.061029 	 3.611969
2 	 pm:cp_UTB_2_3 	 pm:cp_Can_02_1 	 48.967878 	 22.129198
2 	 pm:cp_UTB_2_11 	 pm:cp_Cap_02_1 	 60.797250 	 7.238968
3 	 pm:cp_UTB_3_3 	 pm:cp_Can_03_1 	 63.538403 	 22.681389
1 	 pm:cp_UTB_1_12 	 pm:cp_Cap_01_3 	 81.029189 	 6.841968
1 	 pm:cp_UTB_1_3 	 pm:cp_Can_01_1 	 99.814497 	 2.113000
2 	 pm:cp_UTB_2_12 	 pm:cp_Cap_02_3 	 80.025609 	 11.995456
1 	 pm:cp_UTB_1_4 	 pm:cp_Can_01_3 	 105.226633 	 6.746079
3 	 pm:cp_UTB_3_12 	 pm:cp_Cap_03_3 	 92.100701 	 37.405379
3 	 pm:cp_UTB_3_4 	 pm:cp_Can_03_3 	 94.003730 	 23.967389
4 	 pm:cp_UTB_4_13 	 pm:cp_Cap_04_1 	 34.375850 	 9.913968
4 	 pm:cp_UTB_4_6 	 pm:cp_Can_04_3 	 40.521109 	 7.582458
3 	 pm:cp_UTB_3_11 	 pm:cp_Cap_03_1 	 117.559707 	 27.092615
4 	 pm:cp_UTB_4_14 	 pm:cp_Cap_04_3 	 59.863428 	 29.576213
2 	 pm:cp_UTB_2_6 	 pm:cp_Can_02_3 	 43.028050 	 7.877078
1 	 pm:cp_UTB_1_5 	 pm:cp_Can_01_1 	 57.072554 	 7.786513
4 	 pm:cp_UTB_4_5 	 pm:cp_Can_04_1 	 68.204439 	 17.417457
2 	 pm:cp_UTB_2_13 	 pm:cp_Cap_02_1 	 44.427133 	 9.973968
1 	 pm:cp_UTB_1_13 	 pm:cp_Cap_01_1 	 83.449759 	 32.948987
1 	 pm:cp_UTB_1_14 	 pm:cp_Cap_01_3 	 74.386749 	 7.987889
1 	 pm:cp_UTB_1_6 	 pm:cp_Can_01_3 	 91.768396 	 8.055077
3 	 pm:cp_UTB_3_6 	 pm:cp_Can_03_3 	 67.269913 	 25.660389
3 	 pm:cp_UTB_3_5 	 pm:cp_Can_03_1 	 80.524551 	 31.445389
3 	 pm:cp_UTB_3_13 	 pm:cp_Cap_03_1 	 97.987689 	 29.055615
2 	 pm:cp_UTB_2_7 	 pm:cp_Can_02_1 	 119.305360 	 27.871196
4 	 pm:cp_UTB_4_8 	 pm:cp_Can_04_3 	 33.151666 	 7.402458
4 	 pm:cp_UTB_4_15 	 pm:cp_Cap_04_1 	 34.938084 	 10.039968
3 	 pm:cp_UTB_3_14 	 pm:cp_Cap_03_3 	 107.577380 	 39.978379
2 	 pm:cp_UTB_2_14 	 pm:cp_Cap_02_3 	 118.661013 	 15.579456
2 	 pm:cp_UTB_2_5 	 pm:cp_Can_02_1 	 30.392631 	 9.174000
4 	 pm:cp_UTB_4_7 	 pm:cp_Can_04_1 	 53.208808 	 17.714457
2 	 pm:cp_UTB_2_8 	 pm:cp_Can_02_3 	 50.770224 	 8.546076
1 	 pm:cp_UTB_1_8 	 pm:cp_Can_01_3 	 75.156777 	 8.739077
2 	 pm:cp_UTB_2_15 	 pm:cp_Cap_02_1 	 55.335215 	 10.396968
4 	 pm:cp_UTB_4_16 	 pm:cp_Cap_04_3 	 90.056870 	 29.897213
1 	 pm:cp_UTB_1_7 	 pm:cp_Can_01_1 	 89.728461 	 15.072513
1 	 pm:cp_UTB_1_15 	 pm:cp_Cap_01_1 	 90.299113 	 33.288986
3 	 pm:cp_UTB_3_7 	 pm:cp_Can_03_1 	 72.203939 	 31.339389
3 	 pm:cp_UTB_3_15 	 pm:cp_Cap_03_1 	 65.380436 	 29.574615
2 	 pm:cp_UTB_2_16 	 pm:cp_Cap_02_3 	 78.941910 	 15.185456
1 	 pm:cp_UTB_1_16 	 pm:cp_Cap_01_3 	 115.056378 	 39.994988
4 	 pm:cp_UTB_4_9 	 pm:cp_Cap_04_1 	 25.551115 	 5.900968
3 	 pm:cp_UTB_3_16 	 pm:cp_Cap_03_3 	 100.621225 	 39.989379
3 	 pm:cp_UTB_3_8 	 pm:cp_Can_03_3 	 104.614914 	 25.569389
4 	 pm:cp_UTB_4_2 	 pm:cp_Can_04_3 	 49.121964 	 9.941458
2 	 pm:cp_UTB_2_2 	 pm:cp_Can_02_3 	 28.957035 	 6.593078
4 	 pm:cp_UTB_4_10 	 pm:cp_Cap_04_3 	 54.342694 	 27.551213
2 	 pm:cp_UTB_2_9 	 pm:cp_Cap_02_1 	 29.018442 	 6.870968
2 	 pm:cp_UTB_2_1 	 pm:cp_Can_02_1 	 40.785058 	 8.904998
1 	 pm:cp_UTB_1_9 	 pm:cp_Cap_01_1 	 51.356825 	 4.015969
4 	 pm:cp_UTB_4_1 	 pm:cp_Can_04_1 	 65.902203 	 14.913457
1 	 pm:cp_UTB_1_1 	 pm:cp_Can_01_1 	 69.504830 	 1.503000
3 	 pm:cp_UTB_3_1 	 pm:cp_Can_03_1 	 67.270606 	 22.539389
1 	 pm:cp_UTB_1_10 	 pm:cp_Cap_01_3 	 81.529235 	 6.707968
2 	 pm:cp_UTB_2_10 	 pm:cp_Cap_02_3 	 83.447534 	 11.785456
3 	 pm:cp_UTB_3_10 	 pm:cp_Cap_03_3 	 76.158226 	 37.276379
3 	 pm:cp_UTB_3_2 	 pm:cp_Can_03_3 	 81.538861 	 24.021389
1 	 pm:cp_UTB_1_2 	 pm:cp_Can_01_3 	 115.818932 	 6.687079
4 	 pm:cp_UTB_4_11 	 pm:cp_Cap_04_1 	 27.902796 	 6.431968
1 	 pm:cp_UTB_1_11 	 pm:cp_Cap_01_1 	 21.158647 	 3.611969
4 	 pm:cp_UTB_4_4 	 pm:cp_Can_04_3 	 36.543590 	 9.790458
4 	 pm:cp_UTB_4_3 	 pm:cp_Can_04_1 	 42.422550 	 15.094457
3 	 pm:cp_UTB_3_9 	 pm:cp_Cap_03_1 	 121.869477 	 26.504615
2 	 pm:cp_UTB_2_4 	 pm:cp_Can_02_3 	 30.377919 	 6.701076
4 	 pm:cp_UTB_4_12 	 pm:cp_Cap_04_3 	 52.179179 	 27.742213
2 	 pm:cp_UTB_2_11 	 pm:cp_Cap_02_1 	 39.278192 	 7.238968
1 	 pm:cp_UTB_1_3 	 pm:cp_Can_01_1 	 60.943286 	 2.113000
1 	 pm:cp_UTB_1_12 	 pm:cp_Cap_01_3 	 53.204332 	 6.841968
1 	 pm:cp_UTB_1_4 	 pm:cp_Can_01_3 	 64.029937 	 6.746079
3 	 pm:cp_UTB_3_3 	 pm:cp_Can_03_1 	 50.550983 	 22.681389
2 	 pm:cp_UTB_2_12 	 pm:cp_Cap_02_3 	 64.174216 	 11.995456
3 	 pm:cp_UTB_3_4 	 pm:cp_Can_03_3 	 71.915915 	 23.967389
2 	 pm:cp_UTB_2_3 	 pm:cp_Can_02_1 	 118.349640 	 22.129198
4 	 pm:cp_UTB_4_13 	 pm:cp_Cap_04_1 	 35.427199 	 9.913968
3 	 pm:cp_UTB_3_12 	 pm:cp_Cap_03_3 	 111.655850 	 37.405379
4 	 pm:cp_UTB_4_5 	 pm:cp_Can_04_1 	 44.380245 	 17.417457
1 	 pm:cp_UTB_1_6 	 pm:cp_Can_01_3 	 35.915017 	 8.055077
3 	 pm:cp_UTB_3_11 	 pm:cp_Cap_03_1 	 121.469038 	 27.092615
2 	 pm:cp_UTB_2_6 	 pm:cp_Can_02_3 	 40.174138 	 7.877078
4 	 pm:cp_UTB_4_14 	 pm:cp_Cap_04_3 	 67.271418 	 29.576213
1 	 pm:cp_UTB_1_13 	 pm:cp_Cap_01_1 	 62.714420 	 32.948987
4 	 pm:cp_UTB_4_6 	 pm:cp_Can_04_3 	 72.755098 	 7.582458
1 	 pm:cp_UTB_1_5 	 pm:cp_Can_01_1 	 65.444311 	 7.786513
3 	 pm:cp_UTB_3_5 	 pm:cp_Can_03_1 	 60.072365 	 31.445389
2 	 pm:cp_UTB_2_13 	 pm:cp_Cap_02_1 	 61.689544 	 9.973968
3 	 pm:cp_UTB_3_6 	 pm:cp_Can_03_3 	 72.295337 	 25.660389
1 	 pm:cp_UTB_1_14 	 pm:cp_Cap_01_3 	 100.167373 	 7.987889
2 	 pm:cp_UTB_2_14 	 pm:cp_Cap_02_3 	 97.500885 	 15.579456
4 	 pm:cp_UTB_4_7 	 pm:cp_Can_04_1 	 33.218021 	 17.714457
4 	 pm:cp_UTB_4_8 	 pm:cp_Can_04_3 	 35.906228 	 7.402458
4 	 pm:cp_UTB_4_15 	 pm:cp_Cap_04_1 	 35.888587 	 10.039968
2 	 pm:cp_UTB_2_7 	 pm:cp_Can_02_1 	 137.778652 	 27.871196
3 	 pm:cp_UTB_3_14 	 pm:cp_Cap_03_3 	 118.763576 	 39.978379
3 	 pm:cp_UTB_3_13 	 pm:cp_Cap_03_1 	 136.180527 	 29.055615
2 	 pm:cp_UTB_2_5 	 pm:cp_Can_02_1 	 45.131289 	 9.174000
4 	 pm:cp_UTB_4_16 	 pm:cp_Cap_04_3 	 89.627365 	 29.897213
2 	 pm:cp_UTB_2_8 	 pm:cp_Can_02_3 	 77.796804 	 8.546076
2 	 pm:cp_UTB_2_15 	 pm:cp_Cap_02_1 	 72.163390 	 10.396968
3 	 pm:cp_UTB_3_8 	 pm:cp_Can_03_3 	 63.052435 	 25.569389
1 	 pm:cp_UTB_1_7 	 pm:cp_Can_01_1 	 98.944426 	 15.072513
1 	 pm:cp_UTB_1_15 	 pm:cp_Cap_01_1 	 110.335415 	 33.288986
3 	 pm:cp_UTB_3_16 	 pm:cp_Cap_03_3 	 82.377356 	 39.989379
3 	 pm:cp_UTB_3_7 	 pm:cp_Can_03_1 	 97.880926 	 31.339389
1 	 pm:cp_UTB_1_8 	 pm:cp_Can_01_3 	 121.785385 	 8.739077
4 	 pm:cp_UTB_4_9 	 pm:cp_Cap_04_1 	 24.416187 	 5.900968
1 	 pm:cp_UTB_1_16 	 pm:cp_Cap_01_3 	 122.707429 	 39.994988
3 	 pm:cp_UTB_3_15 	 pm:cp_Cap_03_1 	 107.575812 	 29.574615
4 	 pm:cp_UTB_4_1 	 pm:cp_Can_04_1 	 46.889089 	 14.913457
2 	 pm:cp_UTB_2_2 	 pm:cp_Can_02_3 	 28.419337 	 6.593078
4 	 pm:cp_UTB_4_2 	 pm:cp_Can_04_3 	 48.772100 	 9.941458
4 	 pm:cp_UTB_4_10 	 pm:cp_Cap_04_3 	 50.914603 	 27.551213
2 	 pm:cp_UTB_2_16 	 pm:cp_Cap_02_3 	 136.135768 	 15.185456
1 	 pm:cp_UTB_1_9 	 pm:cp_Cap_01_1 	 50.956483 	 4.015969
3 	 pm:cp_UTB_3_1 	 pm:cp_Can_03_1 	 55.404837 	 22.539389
2 	 pm:cp_UTB_2_10 	 pm:cp_Cap_02_3 	 57.177507 	 11.785456
1 	 pm:cp_UTB_1_1 	 pm:cp_Can_01_1 	 78.129532 	 1.503000
2 	 pm:cp_UTB_2_9 	 pm:cp_Cap_02_1 	 58.945401 	 6.870968
1 	 pm:cp_UTB_1_10 	 pm:cp_Cap_01_3 	 80.102182 	 6.707968
1 	 pm:cp_UTB_1_2 	 pm:cp_Can_01_3 	 124.099964 	 6.687079
4 	 pm:cp_UTB_4_11 	 pm:cp_Cap_04_1 	 25.000651 	 6.431968
2 	 pm:cp_UTB_2_1 	 pm:cp_Can_02_1 	 120.167682 	 8.904998
3 	 pm:cp_UTB_3_2 	 pm:cp_Can_03_3 	 105.872820 	 24.021389
3 	 pm:cp_UTB_3_9 	 pm:cp_Cap_03_1 	 109.169437 	 26.504615
1 	 pm:cp_UTB_1_3 	 pm:cp_Can_01_1 	 31.459266 	 2.113000
3 	 pm:cp_UTB_3_10 	 pm:cp_Cap_03_3 	 117.946366 	 37.276379
4 	 pm:cp_UTB_4_12 	 pm:cp_Cap_04_3 	 48.267893 	 27.742213
1 	 pm:cp_UTB_1_11 	 pm:cp_Cap_01_1 	 40.667833 	 3.611969
4 	 pm:cp_UTB_4_4 	 pm:cp_Can_04_3 	 51.660393 	 9.790458
2 	 pm:cp_UTB_2_11 	 pm:cp_Cap_02_1 	 26.723541 	 7.238968
4 	 pm:cp_UTB_4_3 	 pm:cp_Can_04_1 	 62.066291 	 15.094457
2 	 pm:cp_UTB_2_12 	 pm:cp_Cap_02_3 	 39.211765 	 11.995456
3 	 pm:cp_UTB_3_3 	 pm:cp_Can_03_1 	 46.297322 	 22.681389
1 	 pm:cp_UTB_1_4 	 pm:cp_Can_01_3 	 77.834609 	 6.746079
1 	 pm:cp_UTB_1_12 	 pm:cp_Cap_01_3 	 73.144773 	 6.841968
2 	 pm:cp_UTB_2_4 	 pm:cp_Can_02_3 	 74.414357 	 6.701076
3 	 pm:cp_UTB_3_4 	 pm:cp_Can_03_3 	 77.537169 	 23.967389
3 	 pm:cp_UTB_3_12 	 pm:cp_Cap_03_3 	 78.405229 	 37.405379
2 	 pm:cp_UTB_2_3 	 pm:cp_Can_02_1 	 106.351755 	 22.129198
3 	 pm:cp_UTB_3_11 	 pm:cp_Cap_03_1 	 97.912216 	 27.092615
4 	 pm:cp_UTB_4_13 	 pm:cp_Cap_04_1 	 49.029808 	 9.913968
4 	 pm:cp_UTB_4_5 	 pm:cp_Can_04_1 	 52.929868 	 17.417457
4 	 pm:cp_UTB_4_6 	 pm:cp_Can_04_3 	 62.084798 	 7.582458
1 	 pm:cp_UTB_1_5 	 pm:cp_Can_01_1 	 61.440991 	 7.786513
4 	 pm:cp_UTB_4_14 	 pm:cp_Cap_04_3 	 87.958547 	 29.576213
1 	 pm:cp_UTB_1_13 	 pm:cp_Cap_01_1 	 79.382512 	 32.948987
2 	 pm:cp_UTB_2_6 	 pm:cp_Can_02_3 	 83.085327 	 7.877078
3 	 pm:cp_UTB_3_5 	 pm:cp_Can_03_1 	 74.626777 	 31.445389
3 	 pm:cp_UTB_3_13 	 pm:cp_Cap_03_1 	 74.483324 	 29.055615
3 	 pm:cp_UTB_3_14 	 pm:cp_Cap_03_3 	 85.484074 	 39.978379
3 	 pm:cp_UTB_3_6 	 pm:cp_Can_03_3 	 88.799941 	 25.660389
4 	 pm:cp_UTB_4_8 	 pm:cp_Can_04_3 	 32.151666 	 7.402458
1 	 pm:cp_UTB_1_14 	 pm:cp_Cap_01_3 	 128.414449 	 7.987889
4 	 pm:cp_UTB_4_15 	 pm:cp_Cap_04_1 	 37.890651 	 10.039968
2 	 pm:cp_UTB_2_13 	 pm:cp_Cap_02_1 	 121.508863 	 9.973968
2 	 pm:cp_UTB_2_14 	 pm:cp_Cap_02_3 	 122.108810 	 15.579456
4 	 pm:cp_UTB_4_7 	 pm:cp_Can_04_1 	 44.109407 	 17.714457
1 	 pm:cp_UTB_1_6 	 pm:cp_Can_01_3 	 151.364718 	 8.055077
2 	 pm:cp_UTB_2_7 	 pm:cp_Can_02_1 	 146.138405 	 27.871196
1 	 pm:cp_UTB_1_8 	 pm:cp_Can_01_3 	 60.645802 	 8.739077
2 	 pm:cp_UTB_2_16 	 pm:cp_Cap_02_3 	 42.580789 	 15.185456
4 	 pm:cp_UTB_4_16 	 pm:cp_Cap_04_3 	 82.589802 	 29.897213
2 	 pm:cp_UTB_2_15 	 pm:cp_Cap_02_1 	 58.432185 	 10.396968
3 	 pm:cp_UTB_3_15 	 pm:cp_Cap_03_1 	 50.155737 	 29.574615
1 	 pm:cp_UTB_1_7 	 pm:cp_Can_01_1 	 92.963828 	 15.072513
2 	 pm:cp_UTB_2_5 	 pm:cp_Can_02_1 	 93.728184 	 9.174000
3 	 pm:cp_UTB_3_8 	 pm:cp_Can_03_3 	 78.703905 	 25.569389
2 	 pm:cp_UTB_2_8 	 pm:cp_Can_02_3 	 99.825591 	 8.546076
3 	 pm:cp_UTB_3_7 	 pm:cp_Can_03_1 	 92.281163 	 31.339389
4 	 pm:cp_UTB_4_9 	 pm:cp_Cap_04_1 	 22.388768 	 5.900968
1 	 pm:cp_UTB_1_9 	 pm:cp_Cap_01_1 	 28.567448 	 4.015969
3 	 pm:cp_UTB_3_16 	 pm:cp_Cap_03_3 	 112.320177 	 39.989379
1 	 pm:cp_UTB_1_1 	 pm:cp_Can_01_1 	 30.956698 	 1.503000
4 	 pm:cp_UTB_4_2 	 pm:cp_Can_04_3 	 42.030490 	 9.941458
4 	 pm:cp_UTB_4_10 	 pm:cp_Cap_04_3 	 52.259488 	 27.551213
2 	 pm:cp_UTB_2_9 	 pm:cp_Cap_02_1 	 22.523481 	 6.870968
1 	 pm:cp_UTB_1_15 	 pm:cp_Cap_01_1 	 156.432695 	 33.288986
1 	 pm:cp_UTB_1_2 	 pm:cp_Can_01_3 	 50.017767 	 6.687079
4 	 pm:cp_UTB_4_1 	 pm:cp_Can_04_1 	 60.421700 	 14.913457
3 	 pm:cp_UTB_3_2 	 pm:cp_Can_03_3 	 38.804815 	 24.021389
3 	 pm:cp_UTB_3_9 	 pm:cp_Cap_03_1 	 49.583450 	 26.504615
3 	 pm:cp_UTB_3_1 	 pm:cp_Can_03_1 	 61.259136 	 22.539389
1 	 pm:cp_UTB_1_10 	 pm:cp_Cap_01_3 	 76.504234 	 6.707968
2 	 pm:cp_UTB_2_2 	 pm:cp_Can_02_3 	 79.749860 	 6.593078
2 	 pm:cp_UTB_2_10 	 pm:cp_Cap_02_3 	 70.394455 	 11.785456
2 	 pm:cp_UTB_2_1 	 pm:cp_Can_02_1 	 84.975032 	 8.904998
1 	 pm:cp_UTB_1_16 	 pm:cp_Cap_01_3 	 212.084874 	 39.994988
3 	 pm:cp_UTB_3_10 	 pm:cp_Cap_03_3 	 96.770940 	 37.276379
1 	 pm:cp_UTB_1_4 	 pm:cp_Can_01_3 	 27.729082 	 6.746079
4 	 pm:cp_UTB_4_11 	 pm:cp_Cap_04_1 	 37.925600 	 6.431968
4 	 pm:cp_UTB_4_4 	 pm:cp_Can_04_3 	 43.235700 	 9.790458
1 	 pm:cp_UTB_1_11 	 pm:cp_Cap_01_1 	 35.840423 	 3.611969
4 	 pm:cp_UTB_4_3 	 pm:cp_Can_04_1 	 50.466727 	 15.094457
2 	 pm:cp_UTB_2_11 	 pm:cp_Cap_02_1 	 24.197760 	 7.238968
4 	 pm:cp_UTB_4_12 	 pm:cp_Cap_04_3 	 54.958727 	 27.742213
2 	 pm:cp_UTB_2_12 	 pm:cp_Cap_02_3 	 32.286770 	 11.995456
