A	B	C	D	E
2 	 pm:cp_UTB_2_8 	 pm:cp_Can_02_3 	 63.901384 	 8.546076
4 	 pm:cp_UTB_4_16 	 pm:cp_Cap_04_3 	 86.172612 	 29.897213
3 	 pm:cp_UTB_3_15 	 pm:cp_Cap_03_1 	 46.963507 	 29.574615
3 	 pm:cp_UTB_3_16 	 pm:cp_Cap_03_3 	 59.120355 	 39.989379
3 	 pm:cp_UTB_3_7 	 pm:cp_Can_03_1 	 79.320765 	 31.339389
1 	 pm:cp_UTB_1_7 	 pm:cp_Can_01_1 	 104.498277 	 15.072513
3 	 pm:cp_UTB_3_8 	 pm:cp_Can_03_3 	 75.220910 	 25.569389
1 	 pm:cp_UTB_1_15 	 pm:cp_Cap_01_1 	 107.254778 	 33.288986
1 	 pm:cp_UTB_1_16 	 pm:cp_Cap_01_3 	 117.441127 	 39.994988
4 	 pm:cp_UTB_4_9 	 pm:cp_Cap_04_1 	 29.552754 	 5.900968
4 	 pm:cp_UTB_4_1 	 pm:cp_Can_04_1 	 34.156854 	 14.913457
2 	 pm:cp_UTB_2_7 	 pm:cp_Can_02_1 	 129.159676 	 27.871196
2 	 pm:cp_UTB_2_2 	 pm:cp_Can_02_3 	 28.508558 	 6.593078
4 	 pm:cp_UTB_4_10 	 pm:cp_Cap_04_3 	 49.197521 	 27.551213
2 	 pm:cp_UTB_2_1 	 pm:cp_Can_02_1 	 31.631290 	 8.904998
2 	 pm:cp_UTB_2_9 	 pm:cp_Cap_02_1 	 23.526778 	 6.870968
4 	 pm:cp_UTB_4_2 	 pm:cp_Can_04_3 	 57.995313 	 9.941458
1 	 pm:cp_UTB_1_9 	 pm:cp_Cap_01_1 	 50.598068 	 4.015969
1 	 pm:cp_UTB_1_1 	 pm:cp_Can_01_1 	 71.722789 	 1.503000
3 	 pm:cp_UTB_3_1 	 pm:cp_Can_03_1 	 54.108455 	 22.539389
2 	 pm:cp_UTB_2_10 	 pm:cp_Cap_02_3 	 71.437973 	 11.785456
1 	 pm:cp_UTB_1_10 	 pm:cp_Cap_01_3 	 88.518407 	 6.707968
3 	 pm:cp_UTB_3_2 	 pm:cp_Can_03_3 	 71.431469 	 24.021389
1 	 pm:cp_UTB_1_2 	 pm:cp_Can_01_3 	 123.408142 	 6.687079
4 	 pm:cp_UTB_4_11 	 pm:cp_Cap_04_1 	 26.905459 	 6.431968
3 	 pm:cp_UTB_3_9 	 pm:cp_Cap_03_1 	 100.798980 	 26.504615
1 	 pm:cp_UTB_1_4 	 pm:cp_Can_01_3 	 28.275378 	 6.746079
4 	 pm:cp_UTB_4_4 	 pm:cp_Can_04_3 	 38.410749 	 9.790458
1 	 pm:cp_UTB_1_11 	 pm:cp_Cap_01_1 	 30.060000 	 3.611969
3 	 pm:cp_UTB_3_10 	 pm:cp_Cap_03_3 	 120.312601 	 37.276379
4 	 pm:cp_UTB_4_12 	 pm:cp_Cap_04_3 	 51.259844 	 27.742213
2 	 pm:cp_UTB_2_11 	 pm:cp_Cap_02_1 	 27.415145 	 7.238968
2 	 pm:cp_UTB_2_12 	 pm:cp_Cap_02_3 	 31.811981 	 11.995456
4 	 pm:cp_UTB_4_3 	 pm:cp_Can_04_1 	 65.577336 	 15.094457
2 	 pm:cp_UTB_2_3 	 pm:cp_Can_02_1 	 52.476567 	 22.129198
3 	 pm:cp_UTB_3_3 	 pm:cp_Can_03_1 	 48.042252 	 22.681389
1 	 pm:cp_UTB_1_3 	 pm:cp_Can_01_1 	 71.194499 	 2.113000
1 	 pm:cp_UTB_1_12 	 pm:cp_Cap_01_3 	 74.293392 	 6.841968
2 	 pm:cp_UTB_2_4 	 pm:cp_Can_02_3 	 89.202088 	 6.701076
3 	 pm:cp_UTB_3_4 	 pm:cp_Can_03_3 	 73.594029 	 23.967389
3 	 pm:cp_UTB_3_12 	 pm:cp_Cap_03_3 	 94.232173 	 37.405379
1 	 pm:cp_UTB_1_6 	 pm:cp_Can_01_3 	 29.119999 	 8.055077
3 	 pm:cp_UTB_3_11 	 pm:cp_Cap_03_1 	 113.481971 	 27.092615
4 	 pm:cp_UTB_4_13 	 pm:cp_Cap_04_1 	 46.429555 	 9.913968
4 	 pm:cp_UTB_4_6 	 pm:cp_Can_04_3 	 56.813798 	 7.582458
2 	 pm:cp_UTB_2_6 	 pm:cp_Can_02_3 	 38.208967 	 7.877078
4 	 pm:cp_UTB_4_5 	 pm:cp_Can_04_1 	 68.880908 	 17.417457
1 	 pm:cp_UTB_1_13 	 pm:cp_Cap_01_1 	 59.485860 	 32.948987
1 	 pm:cp_UTB_1_5 	 pm:cp_Can_01_1 	 62.686331 	 7.786513
2 	 pm:cp_UTB_2_5 	 pm:cp_Can_02_1 	 65.679452 	 9.174000
4 	 pm:cp_UTB_4_14 	 pm:cp_Cap_04_3 	 91.478512 	 29.576213
2 	 pm:cp_UTB_2_13 	 pm:cp_Cap_02_1 	 61.988737 	 9.973968
3 	 pm:cp_UTB_3_5 	 pm:cp_Can_03_1 	 76.036215 	 31.445389
1 	 pm:cp_UTB_1_14 	 pm:cp_Cap_01_3 	 91.368389 	 7.987889
2 	 pm:cp_UTB_2_14 	 pm:cp_Cap_02_3 	 84.675897 	 15.579456
3 	 pm:cp_UTB_3_6 	 pm:cp_Can_03_3 	 87.415913 	 25.660389
4 	 pm:cp_UTB_4_8 	 pm:cp_Can_04_3 	 30.265933 	 7.402458
4 	 pm:cp_UTB_4_15 	 pm:cp_Cap_04_1 	 35.903195 	 10.039968
3 	 pm:cp_UTB_3_14 	 pm:cp_Cap_03_3 	 110.464100 	 39.978379
4 	 pm:cp_UTB_4_7 	 pm:cp_Can_04_1 	 47.338012 	 17.714457
3 	 pm:cp_UTB_3_13 	 pm:cp_Cap_03_1 	 121.480866 	 29.055615
2 	 pm:cp_UTB_2_8 	 pm:cp_Can_02_3 	 39.763472 	 8.546076
1 	 pm:cp_UTB_1_8 	 pm:cp_Can_01_3 	 70.862517 	 8.739077
4 	 pm:cp_UTB_4_16 	 pm:cp_Cap_04_3 	 81.533098 	 29.897213
1 	 pm:cp_UTB_1_7 	 pm:cp_Can_01_1 	 73.850068 	 15.072513
3 	 pm:cp_UTB_3_8 	 pm:cp_Can_03_3 	 49.423889 	 25.569389
2 	 pm:cp_UTB_2_15 	 pm:cp_Cap_02_1 	 62.576938 	 10.396968
1 	 pm:cp_UTB_1_15 	 pm:cp_Cap_01_1 	 92.515079 	 33.288986
3 	 pm:cp_UTB_3_7 	 pm:cp_Can_03_1 	 75.130055 	 31.339389
2 	 pm:cp_UTB_2_7 	 pm:cp_Can_02_1 	 95.195439 	 27.871196
3 	 pm:cp_UTB_3_16 	 pm:cp_Cap_03_3 	 81.153316 	 39.989379
1 	 pm:cp_UTB_1_16 	 pm:cp_Cap_01_3 	 110.939050 	 39.994988
2 	 pm:cp_UTB_2_16 	 pm:cp_Cap_02_3 	 103.666634 	 15.185456
4 	 pm:cp_UTB_4_9 	 pm:cp_Cap_04_1 	 29.552754 	 5.900968
3 	 pm:cp_UTB_3_15 	 pm:cp_Cap_03_1 	 116.358168 	 29.574615
2 	 pm:cp_UTB_2_2 	 pm:cp_Can_02_3 	 25.877120 	 6.593078
4 	 pm:cp_UTB_4_1 	 pm:cp_Can_04_1 	 56.376973 	 14.913457
4 	 pm:cp_UTB_4_2 	 pm:cp_Can_04_3 	 59.042077 	 9.941458
2 	 pm:cp_UTB_2_9 	 pm:cp_Cap_02_1 	 29.199288 	 6.870968
1 	 pm:cp_UTB_1_9 	 pm:cp_Cap_01_1 	 52.205749 	 4.015969
2 	 pm:cp_UTB_2_10 	 pm:cp_Cap_02_3 	 34.881805 	 11.785456
3 	 pm:cp_UTB_3_1 	 pm:cp_Can_03_1 	 35.079144 	 22.539389
4 	 pm:cp_UTB_4_10 	 pm:cp_Cap_04_3 	 67.704175 	 27.551213
1 	 pm:cp_UTB_1_1 	 pm:cp_Can_01_1 	 81.381800 	 1.503000
1 	 pm:cp_UTB_1_10 	 pm:cp_Cap_01_3 	 85.651641 	 6.707968
3 	 pm:cp_UTB_3_2 	 pm:cp_Can_03_3 	 75.200005 	 24.021389
3 	 pm:cp_UTB_3_9 	 pm:cp_Cap_03_1 	 76.305267 	 26.504615
3 	 pm:cp_UTB_3_10 	 pm:cp_Cap_03_3 	 91.007900 	 37.276379
2 	 pm:cp_UTB_2_1 	 pm:cp_Can_02_1 	 116.334316 	 8.904998
1 	 pm:cp_UTB_1_2 	 pm:cp_Can_01_3 	 128.783391 	 6.687079
4 	 pm:cp_UTB_4_11 	 pm:cp_Cap_04_1 	 28.931156 	 6.431968
4 	 pm:cp_UTB_4_4 	 pm:cp_Can_04_3 	 35.358863 	 9.790458
4 	 pm:cp_UTB_4_3 	 pm:cp_Can_04_1 	 43.286870 	 15.094457
4 	 pm:cp_UTB_4_12 	 pm:cp_Cap_04_3 	 50.488910 	 27.742213
2 	 pm:cp_UTB_2_4 	 pm:cp_Can_02_3 	 31.326192 	 6.701076
1 	 pm:cp_UTB_1_11 	 pm:cp_Cap_01_1 	 45.722840 	 3.611969
3 	 pm:cp_UTB_3_3 	 pm:cp_Can_03_1 	 39.745654 	 22.681389
1 	 pm:cp_UTB_1_3 	 pm:cp_Can_01_1 	 61.295552 	 2.113000
2 	 pm:cp_UTB_2_11 	 pm:cp_Cap_02_1 	 65.321830 	 7.238968
2 	 pm:cp_UTB_2_12 	 pm:cp_Cap_02_3 	 68.266577 	 11.995456
1 	 pm:cp_UTB_1_12 	 pm:cp_Cap_01_3 	 79.551139 	 6.841968
1 	 pm:cp_UTB_1_4 	 pm:cp_Can_01_3 	 92.461814 	 6.746079
3 	 pm:cp_UTB_3_11 	 pm:cp_Cap_03_1 	 64.537729 	 27.092615
2 	 pm:cp_UTB_2_3 	 pm:cp_Can_02_1 	 88.150384 	 22.129198
3 	 pm:cp_UTB_3_4 	 pm:cp_Can_03_3 	 79.656997 	 23.967389
3 	 pm:cp_UTB_3_12 	 pm:cp_Cap_03_3 	 103.731611 	 37.405379
4 	 pm:cp_UTB_4_6 	 pm:cp_Can_04_3 	 32.833241 	 7.582458
4 	 pm:cp_UTB_4_5 	 pm:cp_Can_04_1 	 36.538391 	 17.417457
4 	 pm:cp_UTB_4_13 	 pm:cp_Cap_04_1 	 44.445692 	 9.913968
2 	 pm:cp_UTB_2_6 	 pm:cp_Can_02_3 	 50.551225 	 7.877078
4 	 pm:cp_UTB_4_14 	 pm:cp_Cap_04_3 	 71.945078 	 29.576213
3 	 pm:cp_UTB_3_6 	 pm:cp_Can_03_3 	 58.595627 	 25.660389
2 	 pm:cp_UTB_2_13 	 pm:cp_Cap_02_1 	 69.241234 	 9.973968
3 	 pm:cp_UTB_3_5 	 pm:cp_Can_03_1 	 71.862470 	 31.445389
2 	 pm:cp_UTB_2_5 	 pm:cp_Can_02_1 	 85.829891 	 9.174000
1 	 pm:cp_UTB_1_14 	 pm:cp_Cap_01_3 	 88.770403 	 7.987889
1 	 pm:cp_UTB_1_6 	 pm:cp_Can_01_3 	 105.054600 	 8.055077
1 	 pm:cp_UTB_1_5 	 pm:cp_Can_01_1 	 106.689941 	 7.786513
1 	 pm:cp_UTB_1_13 	 pm:cp_Cap_01_1 	 117.675755 	 32.948987
2 	 pm:cp_UTB_2_14 	 pm:cp_Cap_02_3 	 119.607582 	 15.579456
4 	 pm:cp_UTB_4_8 	 pm:cp_Can_04_3 	 38.151667 	 7.402458
3 	 pm:cp_UTB_3_13 	 pm:cp_Cap_03_1 	 113.178950 	 29.055615
4 	 pm:cp_UTB_4_7 	 pm:cp_Can_04_1 	 42.363785 	 17.714457
3 	 pm:cp_UTB_3_14 	 pm:cp_Cap_03_3 	 121.046880 	 39.978379
4 	 pm:cp_UTB_4_15 	 pm:cp_Cap_04_1 	 51.163133 	 10.039968
2 	 pm:cp_UTB_2_8 	 pm:cp_Can_02_3 	 36.384872 	 8.546076
4 	 pm:cp_UTB_4_16 	 pm:cp_Cap_04_3 	 84.621612 	 29.897213
2 	 pm:cp_UTB_2_15 	 pm:cp_Cap_02_1 	 59.131518 	 10.396968
3 	 pm:cp_UTB_3_8 	 pm:cp_Can_03_3 	 49.735664 	 25.569389
1 	 pm:cp_UTB_1_8 	 pm:cp_Can_01_3 	 90.782372 	 8.739077
1 	 pm:cp_UTB_1_15 	 pm:cp_Cap_01_1 	 91.141005 	 33.288986
3 	 pm:cp_UTB_3_7 	 pm:cp_Can_03_1 	 81.288874 	 31.339389
1 	 pm:cp_UTB_1_7 	 pm:cp_Can_01_1 	 104.189982 	 15.072513
1 	 pm:cp_UTB_1_16 	 pm:cp_Cap_01_3 	 108.868389 	 39.994988
2 	 pm:cp_UTB_2_16 	 pm:cp_Cap_02_3 	 101.704789 	 15.185456
3 	 pm:cp_UTB_3_16 	 pm:cp_Cap_03_3 	 91.982515 	 39.989379
4 	 pm:cp_UTB_4_9 	 pm:cp_Cap_04_1 	 25.416036 	 5.900968
2 	 pm:cp_UTB_2_7 	 pm:cp_Can_02_1 	 119.108172 	 27.871196
3 	 pm:cp_UTB_3_15 	 pm:cp_Cap_03_1 	 104.787967 	 29.574615
4 	 pm:cp_UTB_4_2 	 pm:cp_Can_04_3 	 41.008803 	 9.941458
2 	 pm:cp_UTB_2_2 	 pm:cp_Can_02_3 	 24.977340 	 6.593078
2 	 pm:cp_UTB_2_1 	 pm:cp_Can_02_1 	 25.544106 	 8.904998
4 	 pm:cp_UTB_4_1 	 pm:cp_Can_04_1 	 46.484193 	 14.913457
4 	 pm:cp_UTB_4_10 	 pm:cp_Cap_04_3 	 52.674500 	 27.551213
3 	 pm:cp_UTB_3_1 	 pm:cp_Can_03_1 	 44.734130 	 22.539389
1 	 pm:cp_UTB_1_1 	 pm:cp_Can_01_1 	 71.733754 	 1.503000
2 	 pm:cp_UTB_2_9 	 pm:cp_Cap_02_1 	 70.829549 	 6.870968
2 	 pm:cp_UTB_2_10 	 pm:cp_Cap_02_3 	 79.612883 	 11.785456
3 	 pm:cp_UTB_3_2 	 pm:cp_Can_03_3 	 71.615910 	 24.021389
3 	 pm:cp_UTB_3_9 	 pm:cp_Cap_03_1 	 75.975584 	 26.504615
1 	 pm:cp_UTB_1_10 	 pm:cp_Cap_01_3 	 99.067261 	 6.707968
1 	 pm:cp_UTB_1_9 	 pm:cp_Cap_01_1 	 113.079232 	 4.015969
1 	 pm:cp_UTB_1_2 	 pm:cp_Can_01_3 	 117.519342 	 6.687079
3 	 pm:cp_UTB_3_10 	 pm:cp_Cap_03_3 	 102.512934 	 37.276379
1 	 pm:cp_UTB_1_11 	 pm:cp_Cap_01_1 	 26.612193 	 3.611969
1 	 pm:cp_UTB_1_4 	 pm:cp_Can_01_3 	 31.624273 	 6.746079
4 	 pm:cp_UTB_4_4 	 pm:cp_Can_04_3 	 44.734149 	 9.790458
1 	 pm:cp_UTB_1_3 	 pm:cp_Can_01_1 	 35.666105 	 2.113000
2 	 pm:cp_UTB_2_4 	 pm:cp_Can_02_3 	 27.226001 	 6.701076
4 	 pm:cp_UTB_4_11 	 pm:cp_Cap_04_1 	 49.742330 	 6.431968
4 	 pm:cp_UTB_4_3 	 pm:cp_Can_04_1 	 52.197932 	 15.094457
4 	 pm:cp_UTB_4_12 	 pm:cp_Cap_04_3 	 55.300064 	 27.742213
2 	 pm:cp_UTB_2_11 	 pm:cp_Cap_02_1 	 32.591235 	 7.238968
2 	 pm:cp_UTB_2_12 	 pm:cp_Cap_02_3 	 36.182023 	 11.995456
3 	 pm:cp_UTB_3_3 	 pm:cp_Can_03_1 	 54.711839 	 22.681389
1 	 pm:cp_UTB_1_12 	 pm:cp_Cap_01_3 	 80.784304 	 6.841968
3 	 pm:cp_UTB_3_4 	 pm:cp_Can_03_3 	 88.639707 	 23.967389
3 	 pm:cp_UTB_3_11 	 pm:cp_Cap_03_1 	 94.254545 	 27.092615
4 	 pm:cp_UTB_4_6 	 pm:cp_Can_04_3 	 37.651667 	 7.582458
1 	 pm:cp_UTB_1_6 	 pm:cp_Can_01_3 	 31.314763 	 8.055077
2 	 pm:cp_UTB_2_3 	 pm:cp_Can_02_1 	 139.066795 	 22.129198
4 	 pm:cp_UTB_4_13 	 pm:cp_Cap_04_1 	 46.817213 	 9.913968
4 	 pm:cp_UTB_4_5 	 pm:cp_Can_04_1 	 47.072260 	 17.417457
3 	 pm:cp_UTB_3_12 	 pm:cp_Cap_03_3 	 123.781027 	 37.405379
1 	 pm:cp_UTB_1_5 	 pm:cp_Can_01_1 	 59.397209 	 7.786513
4 	 pm:cp_UTB_4_14 	 pm:cp_Cap_04_3 	 83.175752 	 29.576213
2 	 pm:cp_UTB_2_13 	 pm:cp_Cap_02_1 	 60.595805 	 9.973968
2 	 pm:cp_UTB_2_6 	 pm:cp_Can_02_3 	 71.305328 	 7.877078
2 	 pm:cp_UTB_2_5 	 pm:cp_Can_02_1 	 72.629949 	 9.174000
3 	 pm:cp_UTB_3_6 	 pm:cp_Can_03_3 	 56.599855 	 25.660389
3 	 pm:cp_UTB_3_5 	 pm:cp_Can_03_1 	 69.866698 	 31.445389
3 	 pm:cp_UTB_3_14 	 pm:cp_Cap_03_3 	 93.496652 	 39.978379
1 	 pm:cp_UTB_1_14 	 pm:cp_Cap_01_3 	 119.178802 	 7.987889
4 	 pm:cp_UTB_4_8 	 pm:cp_Can_04_3 	 36.151667 	 7.402458
2 	 pm:cp_UTB_2_14 	 pm:cp_Cap_02_3 	 118.432029 	 15.579456
3 	 pm:cp_UTB_3_13 	 pm:cp_Cap_03_1 	 110.974969 	 29.055615
1 	 pm:cp_UTB_1_13 	 pm:cp_Cap_01_1 	 148.482058 	 32.948987
4 	 pm:cp_UTB_4_7 	 pm:cp_Can_04_1 	 45.631646 	 17.714457
2 	 pm:cp_UTB_2_8 	 pm:cp_Can_02_3 	 32.235315 	 8.546076
4 	 pm:cp_UTB_4_15 	 pm:cp_Cap_04_1 	 68.953700 	 10.039968
2 	 pm:cp_UTB_2_15 	 pm:cp_Cap_02_1 	 48.065729 	 10.396968
4 	 pm:cp_UTB_4_16 	 pm:cp_Cap_04_3 	 87.130584 	 29.897213
1 	 pm:cp_UTB_1_7 	 pm:cp_Can_01_1 	 89.674776 	 15.072513
1 	 pm:cp_UTB_1_15 	 pm:cp_Cap_01_1 	 94.259587 	 33.288986
3 	 pm:cp_UTB_3_8 	 pm:cp_Can_03_3 	 64.499169 	 25.569389
3 	 pm:cp_UTB_3_7 	 pm:cp_Can_03_1 	 78.076231 	 31.339389
2 	 pm:cp_UTB_2_16 	 pm:cp_Cap_02_3 	 78.179552 	 15.185456
1 	 pm:cp_UTB_1_8 	 pm:cp_Can_01_3 	 104.899349 	 8.739077
1 	 pm:cp_UTB_1_16 	 pm:cp_Cap_01_3 	 110.302088 	 39.994988
4 	 pm:cp_UTB_4_9 	 pm:cp_Cap_04_1 	 31.407939 	 5.900968
4 	 pm:cp_UTB_4_2 	 pm:cp_Can_04_3 	 33.651667 	 9.941458
2 	 pm:cp_UTB_2_7 	 pm:cp_Can_02_1 	 126.375856 	 27.871196
3 	 pm:cp_UTB_3_16 	 pm:cp_Cap_03_3 	 106.452396 	 39.989379
1 	 pm:cp_UTB_1_2 	 pm:cp_Can_01_3 	 34.754066 	 6.687079
4 	 pm:cp_UTB_4_1 	 pm:cp_Can_04_1 	 45.909301 	 14.913457
3 	 pm:cp_UTB_3_15 	 pm:cp_Cap_03_1 	 121.332755 	 29.574615
4 	 pm:cp_UTB_4_10 	 pm:cp_Cap_04_3 	 55.808310 	 27.551213
2 	 pm:cp_UTB_2_1 	 pm:cp_Can_02_1 	 45.199257 	 8.904998
1 	 pm:cp_UTB_1_9 	 pm:cp_Cap_01_1 	 56.123025 	 4.015969
1 	 pm:cp_UTB_1_1 	 pm:cp_Can_01_1 	 72.246913 	 1.503000
2 	 pm:cp_UTB_2_9 	 pm:cp_Cap_02_1 	 54.876852 	 6.870968
3 	 pm:cp_UTB_3_1 	 pm:cp_Can_03_1 	 62.287597 	 22.539389
2 	 pm:cp_UTB_2_10 	 pm:cp_Cap_02_3 	 63.820106 	 11.785456
1 	 pm:cp_UTB_1_10 	 pm:cp_Cap_01_3 	 89.294307 	 6.707968
2 	 pm:cp_UTB_2_2 	 pm:cp_Can_02_3 	 96.968702 	 6.593078
3 	 pm:cp_UTB_3_2 	 pm:cp_Can_03_3 	 90.526904 	 24.021389
4 	 pm:cp_UTB_4_11 	 pm:cp_Cap_04_1 	 26.929569 	 6.431968
1 	 pm:cp_UTB_1_11 	 pm:cp_Cap_01_1 	 22.094504 	 3.611969
4 	 pm:cp_UTB_4_4 	 pm:cp_Can_04_3 	 42.361065 	 9.790458
3 	 pm:cp_UTB_3_9 	 pm:cp_Cap_03_1 	 114.559862 	 26.504615
4 	 pm:cp_UTB_4_12 	 pm:cp_Cap_04_3 	 47.152334 	 27.742213
2 	 pm:cp_UTB_2_4 	 pm:cp_Can_02_3 	 32.053604 	 6.701076
3 	 pm:cp_UTB_3_10 	 pm:cp_Cap_03_3 	 132.654879 	 37.276379
1 	 pm:cp_UTB_1_3 	 pm:cp_Can_01_1 	 52.547411 	 2.113000
2 	 pm:cp_UTB_2_11 	 pm:cp_Cap_02_1 	 35.911810 	 7.238968
4 	 pm:cp_UTB_4_3 	 pm:cp_Can_04_1 	 72.167800 	 15.094457
3 	 pm:cp_UTB_3_3 	 pm:cp_Can_03_1 	 54.483911 	 22.681389
1 	 pm:cp_UTB_1_12 	 pm:cp_Cap_01_3 	 68.153077 	 6.841968
2 	 pm:cp_UTB_2_12 	 pm:cp_Cap_02_3 	 68.970176 	 11.995456
1 	 pm:cp_UTB_1_4 	 pm:cp_Can_01_3 	 93.962398 	 6.746079
2 	 pm:cp_UTB_2_3 	 pm:cp_Can_02_1 	 104.504493 	 22.129198
3 	 pm:cp_UTB_3_4 	 pm:cp_Can_03_3 	 88.158446 	 23.967389
3 	 pm:cp_UTB_3_11 	 pm:cp_Cap_03_1 	 90.910279 	 27.092615
3 	 pm:cp_UTB_3_12 	 pm:cp_Cap_03_3 	 104.237276 	 37.405379
4 	 pm:cp_UTB_4_13 	 pm:cp_Cap_04_1 	 34.389368 	 9.913968
4 	 pm:cp_UTB_4_6 	 pm:cp_Can_04_3 	 35.222099 	 7.582458
4 	 pm:cp_UTB_4_5 	 pm:cp_Can_04_1 	 64.658847 	 17.417457
1 	 pm:cp_UTB_1_5 	 pm:cp_Can_01_1 	 60.334513 	 7.786513
2 	 pm:cp_UTB_2_6 	 pm:cp_Can_02_3 	 51.609714 	 7.877078
2 	 pm:cp_UTB_2_5 	 pm:cp_Can_02_1 	 58.629949 	 9.174000
4 	 pm:cp_UTB_4_14 	 pm:cp_Cap_04_3 	 88.227859 	 29.576213
1 	 pm:cp_UTB_1_6 	 pm:cp_Can_01_3 	 97.443621 	 8.055077
2 	 pm:cp_UTB_2_13 	 pm:cp_Cap_02_1 	 78.042028 	 9.973968
3 	 pm:cp_UTB_3_6 	 pm:cp_Can_03_3 	 76.345083 	 25.660389
1 	 pm:cp_UTB_1_13 	 pm:cp_Cap_01_1 	 109.021725 	 32.948987
3 	 pm:cp_UTB_3_5 	 pm:cp_Can_03_1 	 89.611925 	 31.445389
1 	 pm:cp_UTB_1_14 	 pm:cp_Cap_01_3 	 99.958715 	 7.987889
2 	 pm:cp_UTB_2_14 	 pm:cp_Cap_02_3 	 93.437907 	 15.579456
3 	 pm:cp_UTB_3_14 	 pm:cp_Cap_03_3 	 115.635055 	 39.978379
4 	 pm:cp_UTB_4_8 	 pm:cp_Can_04_3 	 43.520773 	 7.402458
4 	 pm:cp_UTB_4_15 	 pm:cp_Cap_04_1 	 44.444980 	 10.039968
4 	 pm:cp_UTB_4_7 	 pm:cp_Can_04_1 	 56.174858 	 17.714457
2 	 pm:cp_UTB_2_7 	 pm:cp_Can_02_1 	 43.316399 	 27.871196
3 	 pm:cp_UTB_3_13 	 pm:cp_Cap_03_1 	 137.644805 	 29.055615
1 	 pm:cp_UTB_1_7 	 pm:cp_Can_01_1 	 73.203817 	 15.072513
4 	 pm:cp_UTB_4_16 	 pm:cp_Cap_04_3 	 83.324826 	 29.897213
1 	 pm:cp_UTB_1_15 	 pm:cp_Cap_01_1 	 84.574476 	 33.288986
3 	 pm:cp_UTB_3_8 	 pm:cp_Can_03_3 	 61.808945 	 25.569389
2 	 pm:cp_UTB_2_15 	 pm:cp_Cap_02_1 	 74.386704 	 10.396968
3 	 pm:cp_UTB_3_16 	 pm:cp_Cap_03_3 	 68.323499 	 39.989379
3 	 pm:cp_UTB_3_7 	 pm:cp_Can_03_1 	 87.248541 	 31.339389
1 	 pm:cp_UTB_1_8 	 pm:cp_Can_01_3 	 107.913859 	 8.739077
1 	 pm:cp_UTB_1_16 	 pm:cp_Cap_01_3 	 100.860857 	 39.994988
2 	 pm:cp_UTB_2_16 	 pm:cp_Cap_02_3 	 93.392762 	 15.185456
2 	 pm:cp_UTB_2_8 	 pm:cp_Can_02_3 	 109.161818 	 8.546076
3 	 pm:cp_UTB_3_15 	 pm:cp_Cap_03_1 	 95.157112 	 29.574615
4 	 pm:cp_UTB_4_9 	 pm:cp_Cap_04_1 	 25.441811 	 5.900968
4 	 pm:cp_UTB_4_1 	 pm:cp_Can_04_1 	 34.620996 	 14.913457
4 	 pm:cp_UTB_4_2 	 pm:cp_Can_04_3 	 47.266620 	 9.941458
2 	 pm:cp_UTB_2_1 	 pm:cp_Can_02_1 	 27.276104 	 8.904998
2 	 pm:cp_UTB_2_9 	 pm:cp_Cap_02_1 	 23.758497 	 6.870968
1 	 pm:cp_UTB_1_10 	 pm:cp_Cap_01_3 	 34.840870 	 6.707968
4 	 pm:cp_UTB_4_10 	 pm:cp_Cap_04_3 	 56.613507 	 27.551213
2 	 pm:cp_UTB_2_2 	 pm:cp_Can_02_3 	 38.245467 	 6.593078
2 	 pm:cp_UTB_2_10 	 pm:cp_Cap_02_3 	 30.704216 	 11.785456
1 	 pm:cp_UTB_1_9 	 pm:cp_Cap_01_1 	 72.430233 	 4.015969
1 	 pm:cp_UTB_1_2 	 pm:cp_Can_01_3 	 84.964242 	 6.687079
1 	 pm:cp_UTB_1_1 	 pm:cp_Can_01_1 	 86.557709 	 1.503000
3 	 pm:cp_UTB_3_1 	 pm:cp_Can_03_1 	 71.221010 	 22.539389
3 	 pm:cp_UTB_3_9 	 pm:cp_Cap_03_1 	 75.905832 	 26.504615
3 	 pm:cp_UTB_3_2 	 pm:cp_Can_03_3 	 85.550458 	 24.021389
4 	 pm:cp_UTB_4_11 	 pm:cp_Cap_04_1 	 27.051693 	 6.431968
4 	 pm:cp_UTB_4_4 	 pm:cp_Can_04_3 	 38.058562 	 9.790458
4 	 pm:cp_UTB_4_3 	 pm:cp_Can_04_1 	 48.148251 	 15.094457
3 	 pm:cp_UTB_3_10 	 pm:cp_Cap_03_3 	 126.013296 	 37.276379
4 	 pm:cp_UTB_4_12 	 pm:cp_Cap_04_3 	 54.212476 	 27.742213
2 	 pm:cp_UTB_2_12 	 pm:cp_Cap_02_3 	 29.314438 	 11.995456
2 	 pm:cp_UTB_2_11 	 pm:cp_Cap_02_1 	 30.404881 	 7.238968
1 	 pm:cp_UTB_1_11 	 pm:cp_Cap_01_1 	 53.132654 	 3.611969
2 	 pm:cp_UTB_2_4 	 pm:cp_Can_02_3 	 43.991083 	 6.701076
2 	 pm:cp_UTB_2_3 	 pm:cp_Can_02_1 	 50.662358 	 22.129198
1 	 pm:cp_UTB_1_3 	 pm:cp_Can_01_1 	 65.274400 	 2.113000
1 	 pm:cp_UTB_1_4 	 pm:cp_Can_01_3 	 68.848925 	 6.746079
1 	 pm:cp_UTB_1_12 	 pm:cp_Cap_01_3 	 81.061672 	 6.841968
