A	B	C	D	E
3 	 pm:cp_UTB_3_8 	 pm:cp_Can_03_3 	 49.233525 	 25.569389
1 	 pm:cp_UTB_1_7 	 pm:cp_Can_01_1 	 94.228080 	 15.072513
3 	 pm:cp_UTB_3_7 	 pm:cp_Can_03_1 	 75.859713 	 31.339389
1 	 pm:cp_UTB_1_16 	 pm:cp_Cap_01_3 	 86.692351 	 39.994988
3 	 pm:cp_UTB_3_16 	 pm:cp_Cap_03_3 	 86.553355 	 39.989379
2 	 pm:cp_UTB_2_16 	 pm:cp_Cap_02_3 	 100.791533 	 15.185456
2 	 pm:cp_UTB_2_7 	 pm:cp_Can_02_1 	 120.335233 	 27.871196
2 	 pm:cp_UTB_2_15 	 pm:cp_Cap_02_1 	 115.489716 	 10.396968
4 	 pm:cp_UTB_4_9 	 pm:cp_Cap_04_1 	 24.888722 	 5.900968
1 	 pm:cp_UTB_1_1 	 pm:cp_Can_01_1 	 18.807639 	 1.503000
4 	 pm:cp_UTB_4_1 	 pm:cp_Can_04_1 	 35.445426 	 14.913457
4 	 pm:cp_UTB_4_2 	 pm:cp_Can_04_3 	 41.730146 	 9.941458
2 	 pm:cp_UTB_2_2 	 pm:cp_Can_02_3 	 24.199603 	 6.593078
1 	 pm:cp_UTB_1_9 	 pm:cp_Cap_01_1 	 47.342918 	 4.015969
4 	 pm:cp_UTB_4_10 	 pm:cp_Cap_04_3 	 60.128513 	 27.551213
2 	 pm:cp_UTB_2_1 	 pm:cp_Can_02_1 	 46.312853 	 8.904998
2 	 pm:cp_UTB_2_10 	 pm:cp_Cap_02_3 	 45.427227 	 11.785456
1 	 pm:cp_UTB_1_2 	 pm:cp_Can_01_3 	 74.075521 	 6.687079
3 	 pm:cp_UTB_3_1 	 pm:cp_Can_03_1 	 63.672315 	 22.539389
2 	 pm:cp_UTB_2_9 	 pm:cp_Cap_02_1 	 73.131502 	 6.870968
1 	 pm:cp_UTB_1_10 	 pm:cp_Cap_01_3 	 99.334063 	 6.707968
3 	 pm:cp_UTB_3_2 	 pm:cp_Can_03_3 	 85.940425 	 24.021389
4 	 pm:cp_UTB_4_11 	 pm:cp_Cap_04_1 	 23.213780 	 6.431968
3 	 pm:cp_UTB_3_10 	 pm:cp_Cap_03_3 	 114.432172 	 37.276379
4 	 pm:cp_UTB_4_4 	 pm:cp_Can_04_3 	 42.393629 	 9.790458
2 	 pm:cp_UTB_2_4 	 pm:cp_Can_02_3 	 31.066735 	 6.701076
3 	 pm:cp_UTB_3_9 	 pm:cp_Cap_03_1 	 137.022567 	 26.504615
4 	 pm:cp_UTB_4_12 	 pm:cp_Cap_04_3 	 55.869847 	 27.742213
1 	 pm:cp_UTB_1_11 	 pm:cp_Cap_01_1 	 52.437114 	 3.611969
2 	 pm:cp_UTB_2_12 	 pm:cp_Cap_02_3 	 32.633993 	 11.995456
2 	 pm:cp_UTB_2_3 	 pm:cp_Can_02_1 	 44.170181 	 22.129198
2 	 pm:cp_UTB_2_11 	 pm:cp_Cap_02_1 	 40.218147 	 7.238968
3 	 pm:cp_UTB_3_3 	 pm:cp_Can_03_1 	 41.861890 	 22.681389
4 	 pm:cp_UTB_4_3 	 pm:cp_Can_04_1 	 73.010976 	 15.094457
1 	 pm:cp_UTB_1_3 	 pm:cp_Can_01_1 	 69.483006 	 2.113000
3 	 pm:cp_UTB_3_4 	 pm:cp_Can_03_3 	 71.199390 	 23.967389
3 	 pm:cp_UTB_3_11 	 pm:cp_Cap_03_1 	 72.012442 	 27.092615
1 	 pm:cp_UTB_1_12 	 pm:cp_Cap_01_3 	 107.018397 	 6.841968
1 	 pm:cp_UTB_1_4 	 pm:cp_Can_01_3 	 135.014862 	 6.746079
3 	 pm:cp_UTB_3_12 	 pm:cp_Cap_03_3 	 112.269534 	 37.405379
4 	 pm:cp_UTB_4_13 	 pm:cp_Cap_04_1 	 28.321241 	 9.913968
4 	 pm:cp_UTB_4_6 	 pm:cp_Can_04_3 	 42.667322 	 7.582458
4 	 pm:cp_UTB_4_5 	 pm:cp_Can_04_1 	 45.240037 	 17.417457
2 	 pm:cp_UTB_2_6 	 pm:cp_Can_02_3 	 28.827730 	 7.877078
2 	 pm:cp_UTB_2_5 	 pm:cp_Can_02_1 	 28.849625 	 9.174000
1 	 pm:cp_UTB_1_5 	 pm:cp_Can_01_1 	 56.212337 	 7.786513
2 	 pm:cp_UTB_2_13 	 pm:cp_Cap_02_1 	 40.100544 	 9.973968
3 	 pm:cp_UTB_3_6 	 pm:cp_Can_03_3 	 57.331483 	 25.660389
4 	 pm:cp_UTB_4_14 	 pm:cp_Cap_04_3 	 106.446112 	 29.576213
3 	 pm:cp_UTB_3_5 	 pm:cp_Can_03_1 	 77.511193 	 31.445389
1 	 pm:cp_UTB_1_6 	 pm:cp_Can_01_3 	 106.572653 	 8.055077
1 	 pm:cp_UTB_1_13 	 pm:cp_Cap_01_1 	 123.481044 	 32.948987
1 	 pm:cp_UTB_1_14 	 pm:cp_Cap_01_3 	 114.418035 	 7.987889
3 	 pm:cp_UTB_3_13 	 pm:cp_Cap_03_1 	 109.062704 	 29.055615
2 	 pm:cp_UTB_2_14 	 pm:cp_Cap_02_3 	 121.932057 	 15.579456
3 	 pm:cp_UTB_3_14 	 pm:cp_Cap_03_3 	 117.642803 	 39.978379
4 	 pm:cp_UTB_4_15 	 pm:cp_Cap_04_1 	 36.080494 	 10.039968
4 	 pm:cp_UTB_4_7 	 pm:cp_Can_04_1 	 41.108422 	 17.714457
4 	 pm:cp_UTB_4_8 	 pm:cp_Can_04_3 	 47.732826 	 7.402458
2 	 pm:cp_UTB_2_8 	 pm:cp_Can_02_3 	 36.346740 	 8.546076
4 	 pm:cp_UTB_4_16 	 pm:cp_Cap_04_3 	 86.461733 	 29.897213
1 	 pm:cp_UTB_1_7 	 pm:cp_Can_01_1 	 84.839305 	 15.072513
3 	 pm:cp_UTB_3_7 	 pm:cp_Can_03_1 	 65.334895 	 31.339389
1 	 pm:cp_UTB_1_15 	 pm:cp_Cap_01_1 	 95.314717 	 33.288986
3 	 pm:cp_UTB_3_8 	 pm:cp_Can_03_3 	 67.958535 	 25.569389
2 	 pm:cp_UTB_2_15 	 pm:cp_Cap_02_1 	 90.489726 	 10.396968
2 	 pm:cp_UTB_2_7 	 pm:cp_Can_02_1 	 106.532402 	 27.871196
3 	 pm:cp_UTB_3_16 	 pm:cp_Cap_03_3 	 88.006535 	 39.989379
1 	 pm:cp_UTB_1_8 	 pm:cp_Can_01_3 	 119.556370 	 8.739077
1 	 pm:cp_UTB_1_16 	 pm:cp_Cap_01_3 	 109.868391 	 39.994988
2 	 pm:cp_UTB_2_16 	 pm:cp_Cap_02_3 	 118.222130 	 15.185456
3 	 pm:cp_UTB_3_15 	 pm:cp_Cap_03_1 	 112.144712 	 29.574615
4 	 pm:cp_UTB_4_9 	 pm:cp_Cap_04_1 	 29.876620 	 5.900968
1 	 pm:cp_UTB_1_1 	 pm:cp_Can_01_1 	 24.164014 	 1.503000
4 	 pm:cp_UTB_4_1 	 pm:cp_Can_04_1 	 42.491846 	 14.913457
2 	 pm:cp_UTB_2_1 	 pm:cp_Can_02_1 	 23.340427 	 8.904998
4 	 pm:cp_UTB_4_2 	 pm:cp_Can_04_3 	 44.407249 	 9.941458
1 	 pm:cp_UTB_1_9 	 pm:cp_Cap_01_1 	 39.163301 	 4.015969
2 	 pm:cp_UTB_2_2 	 pm:cp_Can_02_3 	 30.851625 	 6.593078
4 	 pm:cp_UTB_4_10 	 pm:cp_Cap_04_3 	 50.772330 	 27.551213
2 	 pm:cp_UTB_2_10 	 pm:cp_Cap_02_3 	 35.814325 	 11.785456
3 	 pm:cp_UTB_3_1 	 pm:cp_Can_03_1 	 47.958855 	 22.539389
1 	 pm:cp_UTB_1_10 	 pm:cp_Cap_01_3 	 62.187476 	 6.707968
2 	 pm:cp_UTB_2_9 	 pm:cp_Cap_02_1 	 63.024689 	 6.870968
1 	 pm:cp_UTB_1_2 	 pm:cp_Can_01_3 	 100.686579 	 6.687079
3 	 pm:cp_UTB_3_2 	 pm:cp_Can_03_3 	 76.716863 	 24.021389
3 	 pm:cp_UTB_3_10 	 pm:cp_Cap_03_3 	 90.558372 	 37.276379
3 	 pm:cp_UTB_3_9 	 pm:cp_Cap_03_1 	 110.440967 	 26.504615
4 	 pm:cp_UTB_4_11 	 pm:cp_Cap_04_1 	 25.890898 	 6.431968
1 	 pm:cp_UTB_1_3 	 pm:cp_Can_01_1 	 19.669929 	 2.113000
4 	 pm:cp_UTB_4_4 	 pm:cp_Can_04_3 	 45.950719 	 9.790458
4 	 pm:cp_UTB_4_12 	 pm:cp_Cap_04_3 	 47.296729 	 27.742213
2 	 pm:cp_UTB_2_4 	 pm:cp_Can_02_3 	 30.417223 	 6.701076
1 	 pm:cp_UTB_1_11 	 pm:cp_Cap_01_1 	 45.674564 	 3.611969
4 	 pm:cp_UTB_4_3 	 pm:cp_Can_04_1 	 58.181897 	 15.094457
2 	 pm:cp_UTB_2_3 	 pm:cp_Can_02_1 	 44.411760 	 22.129198
1 	 pm:cp_UTB_1_4 	 pm:cp_Can_01_3 	 65.687107 	 6.746079
3 	 pm:cp_UTB_3_3 	 pm:cp_Can_03_1 	 51.449883 	 22.681389
2 	 pm:cp_UTB_2_11 	 pm:cp_Cap_02_1 	 72.534876 	 7.238968
3 	 pm:cp_UTB_3_4 	 pm:cp_Can_03_3 	 67.763579 	 23.967389
1 	 pm:cp_UTB_1_12 	 pm:cp_Cap_01_3 	 104.390784 	 6.841968
2 	 pm:cp_UTB_2_12 	 pm:cp_Cap_02_3 	 103.196781 	 11.995456
3 	 pm:cp_UTB_3_12 	 pm:cp_Cap_03_3 	 98.276341 	 37.405379
3 	 pm:cp_UTB_3_11 	 pm:cp_Cap_03_1 	 114.571316 	 27.092615
4 	 pm:cp_UTB_4_6 	 pm:cp_Can_04_3 	 35.700228 	 7.582458
4 	 pm:cp_UTB_4_5 	 pm:cp_Can_04_1 	 36.058192 	 17.417457
4 	 pm:cp_UTB_4_13 	 pm:cp_Cap_04_1 	 36.917269 	 9.913968
2 	 pm:cp_UTB_2_6 	 pm:cp_Can_02_3 	 39.071893 	 7.877078
4 	 pm:cp_UTB_4_14 	 pm:cp_Cap_04_3 	 59.129084 	 29.576213
2 	 pm:cp_UTB_2_5 	 pm:cp_Can_02_1 	 47.429855 	 9.174000
2 	 pm:cp_UTB_2_13 	 pm:cp_Cap_02_1 	 44.270222 	 9.973968
3 	 pm:cp_UTB_3_6 	 pm:cp_Can_03_3 	 44.566299 	 25.660389
1 	 pm:cp_UTB_1_5 	 pm:cp_Can_01_1 	 88.156857 	 7.786513
1 	 pm:cp_UTB_1_6 	 pm:cp_Can_01_3 	 101.021102 	 8.055077
1 	 pm:cp_UTB_1_14 	 pm:cp_Cap_01_3 	 93.422046 	 7.987889
3 	 pm:cp_UTB_3_14 	 pm:cp_Cap_03_3 	 81.782382 	 39.978379
3 	 pm:cp_UTB_3_5 	 pm:cp_Can_03_1 	 96.095753 	 31.445389
1 	 pm:cp_UTB_1_13 	 pm:cp_Cap_01_1 	 117.553901 	 32.948987
3 	 pm:cp_UTB_3_13 	 pm:cp_Cap_03_1 	 103.754888 	 29.055615
4 	 pm:cp_UTB_4_8 	 pm:cp_Can_04_3 	 33.151666 	 7.402458
2 	 pm:cp_UTB_2_14 	 pm:cp_Cap_02_3 	 128.787869 	 15.579456
4 	 pm:cp_UTB_4_15 	 pm:cp_Cap_04_1 	 43.888745 	 10.039968
4 	 pm:cp_UTB_4_7 	 pm:cp_Can_04_1 	 58.077345 	 17.714457
2 	 pm:cp_UTB_2_8 	 pm:cp_Can_02_3 	 38.689043 	 8.546076
2 	 pm:cp_UTB_2_15 	 pm:cp_Cap_02_1 	 34.443633 	 10.396968
1 	 pm:cp_UTB_1_8 	 pm:cp_Can_01_3 	 69.284296 	 8.739077
3 	 pm:cp_UTB_3_8 	 pm:cp_Can_03_3 	 42.989783 	 25.569389
4 	 pm:cp_UTB_4_16 	 pm:cp_Cap_04_3 	 86.232129 	 29.897213
1 	 pm:cp_UTB_1_7 	 pm:cp_Can_01_1 	 89.071754 	 15.072513
1 	 pm:cp_UTB_1_15 	 pm:cp_Cap_01_1 	 111.398032 	 33.288986
3 	 pm:cp_UTB_3_16 	 pm:cp_Cap_03_3 	 84.227583 	 39.989379
3 	 pm:cp_UTB_3_7 	 pm:cp_Can_03_1 	 94.907446 	 31.339389
2 	 pm:cp_UTB_2_7 	 pm:cp_Can_02_1 	 108.354614 	 27.871196
3 	 pm:cp_UTB_3_15 	 pm:cp_Cap_03_1 	 97.882956 	 29.574615
4 	 pm:cp_UTB_4_9 	 pm:cp_Cap_04_1 	 25.943357 	 5.900968
1 	 pm:cp_UTB_1_16 	 pm:cp_Cap_01_3 	 130.875000 	 39.994988
4 	 pm:cp_UTB_4_2 	 pm:cp_Can_04_3 	 40.534380 	 9.941458
2 	 pm:cp_UTB_2_2 	 pm:cp_Can_02_3 	 31.152056 	 6.593078
4 	 pm:cp_UTB_4_1 	 pm:cp_Can_04_1 	 56.295277 	 14.913457
2 	 pm:cp_UTB_2_16 	 pm:cp_Cap_02_3 	 152.027716 	 15.185456
2 	 pm:cp_UTB_2_9 	 pm:cp_Cap_02_1 	 27.352264 	 6.870968
2 	 pm:cp_UTB_2_1 	 pm:cp_Can_02_1 	 43.051129 	 8.904998
4 	 pm:cp_UTB_4_10 	 pm:cp_Cap_04_3 	 64.489055 	 27.551213
3 	 pm:cp_UTB_3_1 	 pm:cp_Can_03_1 	 47.987505 	 22.539389
1 	 pm:cp_UTB_1_9 	 pm:cp_Cap_01_1 	 77.585571 	 4.015969
2 	 pm:cp_UTB_2_10 	 pm:cp_Cap_02_3 	 65.320107 	 11.785456
1 	 pm:cp_UTB_1_1 	 pm:cp_Can_01_1 	 87.867887 	 1.503000
3 	 pm:cp_UTB_3_10 	 pm:cp_Cap_03_3 	 84.673787 	 37.276379
1 	 pm:cp_UTB_1_10 	 pm:cp_Cap_01_3 	 105.055268 	 6.707968
3 	 pm:cp_UTB_3_2 	 pm:cp_Can_03_3 	 87.932016 	 24.021389
1 	 pm:cp_UTB_1_2 	 pm:cp_Can_01_3 	 119.558223 	 6.687079
3 	 pm:cp_UTB_3_9 	 pm:cp_Cap_03_1 	 95.961081 	 26.504615
4 	 pm:cp_UTB_4_11 	 pm:cp_Cap_04_1 	 27.949240 	 6.431968
1 	 pm:cp_UTB_1_11 	 pm:cp_Cap_01_1 	 23.660761 	 3.611969
4 	 pm:cp_UTB_4_3 	 pm:cp_Can_04_1 	 36.649205 	 15.094457
4 	 pm:cp_UTB_4_4 	 pm:cp_Can_04_3 	 37.410153 	 9.790458
1 	 pm:cp_UTB_1_4 	 pm:cp_Can_01_3 	 32.593730 	 6.746079
2 	 pm:cp_UTB_2_4 	 pm:cp_Can_02_3 	 28.753167 	 6.701076
4 	 pm:cp_UTB_4_12 	 pm:cp_Cap_04_3 	 65.199208 	 27.742213
1 	 pm:cp_UTB_1_3 	 pm:cp_Can_01_1 	 57.852033 	 2.113000
2 	 pm:cp_UTB_2_3 	 pm:cp_Can_02_1 	 49.034753 	 22.129198
3 	 pm:cp_UTB_3_3 	 pm:cp_Can_03_1 	 51.000390 	 22.681389
2 	 pm:cp_UTB_2_11 	 pm:cp_Cap_02_1 	 52.852156 	 7.238968
1 	 pm:cp_UTB_1_12 	 pm:cp_Cap_01_3 	 64.211187 	 6.841968
3 	 pm:cp_UTB_3_11 	 pm:cp_Cap_03_1 	 51.937764 	 27.092615
2 	 pm:cp_UTB_2_12 	 pm:cp_Cap_02_3 	 77.594381 	 11.995456
3 	 pm:cp_UTB_3_4 	 pm:cp_Can_03_3 	 78.091031 	 23.967389
3 	 pm:cp_UTB_3_12 	 pm:cp_Cap_03_3 	 111.691237 	 37.405379
4 	 pm:cp_UTB_4_13 	 pm:cp_Cap_04_1 	 30.920720 	 9.913968
4 	 pm:cp_UTB_4_6 	 pm:cp_Can_04_3 	 32.880381 	 7.582458
4 	 pm:cp_UTB_4_5 	 pm:cp_Can_04_1 	 48.491128 	 17.417457
2 	 pm:cp_UTB_2_6 	 pm:cp_Can_02_3 	 34.977742 	 7.877078
1 	 pm:cp_UTB_1_5 	 pm:cp_Can_01_1 	 60.642708 	 7.786513
2 	 pm:cp_UTB_2_5 	 pm:cp_Can_02_1 	 58.957734 	 9.174000
2 	 pm:cp_UTB_2_13 	 pm:cp_Cap_02_1 	 48.828165 	 9.973968
3 	 pm:cp_UTB_3_6 	 pm:cp_Can_03_3 	 54.955542 	 25.660389
4 	 pm:cp_UTB_4_14 	 pm:cp_Cap_04_3 	 95.130619 	 29.576213
3 	 pm:cp_UTB_3_13 	 pm:cp_Cap_03_1 	 56.961883 	 29.055615
2 	 pm:cp_UTB_2_14 	 pm:cp_Cap_02_3 	 80.844063 	 15.579456
1 	 pm:cp_UTB_1_6 	 pm:cp_Can_01_3 	 102.682308 	 8.055077
3 	 pm:cp_UTB_3_5 	 pm:cp_Can_03_1 	 85.815691 	 31.445389
1 	 pm:cp_UTB_1_14 	 pm:cp_Cap_01_3 	 111.253972 	 7.987889
3 	 pm:cp_UTB_3_14 	 pm:cp_Cap_03_3 	 96.672964 	 39.978379
1 	 pm:cp_UTB_1_13 	 pm:cp_Cap_01_1 	 142.567047 	 32.948987
4 	 pm:cp_UTB_4_15 	 pm:cp_Cap_04_1 	 28.656224 	 10.039968
1 	 pm:cp_UTB_1_8 	 pm:cp_Can_01_3 	 26.358787 	 8.739077
4 	 pm:cp_UTB_4_8 	 pm:cp_Can_04_3 	 43.468561 	 7.402458
4 	 pm:cp_UTB_4_7 	 pm:cp_Can_04_1 	 49.491128 	 17.714457
2 	 pm:cp_UTB_2_15 	 pm:cp_Cap_02_1 	 45.391161 	 10.396968
2 	 pm:cp_UTB_2_16 	 pm:cp_Cap_02_3 	 47.743239 	 15.185456
2 	 pm:cp_UTB_2_8 	 pm:cp_Can_02_3 	 58.783329 	 8.546076
3 	 pm:cp_UTB_3_8 	 pm:cp_Can_03_3 	 49.074835 	 25.569389
4 	 pm:cp_UTB_4_16 	 pm:cp_Cap_04_3 	 88.930002 	 29.897213
3 	 pm:cp_UTB_3_7 	 pm:cp_Can_03_1 	 62.332180 	 31.339389
1 	 pm:cp_UTB_1_15 	 pm:cp_Cap_01_1 	 91.957326 	 33.288986
1 	 pm:cp_UTB_1_7 	 pm:cp_Can_01_1 	 93.300832 	 15.072513
3 	 pm:cp_UTB_3_16 	 pm:cp_Cap_03_3 	 87.993007 	 39.989379
1 	 pm:cp_UTB_1_16 	 pm:cp_Cap_01_3 	 108.868391 	 39.994988
2 	 pm:cp_UTB_2_7 	 pm:cp_Can_02_1 	 120.329477 	 27.871196
3 	 pm:cp_UTB_3_15 	 pm:cp_Cap_03_1 	 107.308623 	 29.574615
4 	 pm:cp_UTB_4_9 	 pm:cp_Cap_04_1 	 24.888556 	 5.900968
4 	 pm:cp_UTB_4_2 	 pm:cp_Can_04_3 	 41.051981 	 9.941458
4 	 pm:cp_UTB_4_1 	 pm:cp_Can_04_1 	 42.602866 	 14.913457
2 	 pm:cp_UTB_2_2 	 pm:cp_Can_02_3 	 29.577831 	 6.593078
2 	 pm:cp_UTB_2_1 	 pm:cp_Can_02_1 	 32.473415 	 8.904998
2 	 pm:cp_UTB_2_9 	 pm:cp_Cap_02_1 	 28.435486 	 6.870968
4 	 pm:cp_UTB_4_10 	 pm:cp_Cap_04_3 	 63.248317 	 27.551213
3 	 pm:cp_UTB_3_1 	 pm:cp_Can_03_1 	 45.108983 	 22.539389
1 	 pm:cp_UTB_1_1 	 pm:cp_Can_01_1 	 71.498874 	 1.503000
3 	 pm:cp_UTB_3_10 	 pm:cp_Cap_03_3 	 53.465706 	 37.276379
1 	 pm:cp_UTB_1_9 	 pm:cp_Cap_01_1 	 91.696120 	 4.015969
1 	 pm:cp_UTB_1_2 	 pm:cp_Can_01_3 	 98.327882 	 6.687079
3 	 pm:cp_UTB_3_2 	 pm:cp_Can_03_3 	 70.705404 	 24.021389
2 	 pm:cp_UTB_2_10 	 pm:cp_Cap_02_3 	 81.942465 	 11.785456
3 	 pm:cp_UTB_3_9 	 pm:cp_Cap_03_1 	 94.989095 	 26.504615
1 	 pm:cp_UTB_1_10 	 pm:cp_Cap_01_3 	 119.117628 	 6.707968
4 	 pm:cp_UTB_4_11 	 pm:cp_Cap_04_1 	 32.897280 	 6.431968
1 	 pm:cp_UTB_1_4 	 pm:cp_Can_01_3 	 28.666335 	 6.746079
4 	 pm:cp_UTB_4_4 	 pm:cp_Can_04_3 	 42.373885 	 9.790458
4 	 pm:cp_UTB_4_12 	 pm:cp_Cap_04_3 	 49.740091 	 27.742213
4 	 pm:cp_UTB_4_3 	 pm:cp_Can_04_1 	 51.380084 	 15.094457
2 	 pm:cp_UTB_2_4 	 pm:cp_Can_02_3 	 33.296573 	 6.701076
2 	 pm:cp_UTB_2_11 	 pm:cp_Cap_02_1 	 26.632718 	 7.238968
2 	 pm:cp_UTB_2_12 	 pm:cp_Cap_02_3 	 31.557290 	 11.995456
1 	 pm:cp_UTB_1_11 	 pm:cp_Cap_01_1 	 54.460383 	 3.611969
2 	 pm:cp_UTB_2_3 	 pm:cp_Can_02_1 	 57.506183 	 22.129198
1 	 pm:cp_UTB_1_3 	 pm:cp_Can_01_1 	 71.399213 	 2.113000
3 	 pm:cp_UTB_3_3 	 pm:cp_Can_03_1 	 53.114127 	 22.681389
1 	 pm:cp_UTB_1_12 	 pm:cp_Cap_01_3 	 83.048317 	 6.841968
3 	 pm:cp_UTB_3_4 	 pm:cp_Can_03_3 	 85.279949 	 23.967389
3 	 pm:cp_UTB_3_11 	 pm:cp_Cap_03_1 	 97.640413 	 27.092615
3 	 pm:cp_UTB_3_12 	 pm:cp_Cap_03_3 	 109.152590 	 37.405379
4 	 pm:cp_UTB_4_13 	 pm:cp_Cap_04_1 	 37.878236 	 9.913968
4 	 pm:cp_UTB_4_6 	 pm:cp_Can_04_3 	 39.151666 	 7.582458
4 	 pm:cp_UTB_4_5 	 pm:cp_Can_04_1 	 40.077635 	 17.417457
2 	 pm:cp_UTB_2_6 	 pm:cp_Can_02_3 	 34.017806 	 7.877078
1 	 pm:cp_UTB_1_5 	 pm:cp_Can_01_1 	 55.606437 	 7.786513
4 	 pm:cp_UTB_4_14 	 pm:cp_Cap_04_3 	 87.349083 	 29.576213
2 	 pm:cp_UTB_2_13 	 pm:cp_Cap_02_1 	 61.507166 	 9.973968
1 	 pm:cp_UTB_1_6 	 pm:cp_Can_01_3 	 87.096400 	 8.055077
3 	 pm:cp_UTB_3_6 	 pm:cp_Can_03_3 	 59.162179 	 25.660389
3 	 pm:cp_UTB_3_5 	 pm:cp_Can_03_1 	 72.429022 	 31.445389
2 	 pm:cp_UTB_2_5 	 pm:cp_Can_02_1 	 90.331727 	 9.174000
1 	 pm:cp_UTB_1_13 	 pm:cp_Cap_01_1 	 100.737969 	 32.948987
1 	 pm:cp_UTB_1_14 	 pm:cp_Cap_01_3 	 91.674959 	 7.987889
3 	 pm:cp_UTB_3_14 	 pm:cp_Cap_03_3 	 102.151513 	 39.978379
4 	 pm:cp_UTB_4_8 	 pm:cp_Can_04_3 	 29.375697 	 7.402458
2 	 pm:cp_UTB_2_14 	 pm:cp_Cap_02_3 	 125.117083 	 15.579456
3 	 pm:cp_UTB_3_13 	 pm:cp_Cap_03_1 	 118.944378 	 29.055615
4 	 pm:cp_UTB_4_15 	 pm:cp_Cap_04_1 	 39.888810 	 10.039968
4 	 pm:cp_UTB_4_7 	 pm:cp_Can_04_1 	 40.799474 	 17.714457
2 	 pm:cp_UTB_2_8 	 pm:cp_Can_02_3 	 52.160724 	 8.546076
1 	 pm:cp_UTB_1_15 	 pm:cp_Cap_01_1 	 64.486982 	 33.288986
1 	 pm:cp_UTB_1_8 	 pm:cp_Can_01_3 	 69.989725 	 8.739077
4 	 pm:cp_UTB_4_16 	 pm:cp_Cap_04_3 	 84.890742 	 29.897213
1 	 pm:cp_UTB_1_7 	 pm:cp_Can_01_1 	 89.399873 	 15.072513
2 	 pm:cp_UTB_2_15 	 pm:cp_Cap_02_1 	 72.437818 	 10.396968
3 	 pm:cp_UTB_3_8 	 pm:cp_Can_03_3 	 64.950164 	 25.569389
3 	 pm:cp_UTB_3_16 	 pm:cp_Cap_03_3 	 66.182968 	 39.989379
3 	 pm:cp_UTB_3_7 	 pm:cp_Can_03_1 	 80.368214 	 31.339389
1 	 pm:cp_UTB_1_16 	 pm:cp_Cap_01_3 	 95.846073 	 39.994988
2 	 pm:cp_UTB_2_7 	 pm:cp_Can_02_1 	 106.860939 	 27.871196
3 	 pm:cp_UTB_3_15 	 pm:cp_Cap_03_1 	 88.246723 	 29.574615
2 	 pm:cp_UTB_2_16 	 pm:cp_Cap_02_3 	 108.904034 	 15.185456
4 	 pm:cp_UTB_4_1 	 pm:cp_Can_04_1 	 43.272556 	 14.913457
4 	 pm:cp_UTB_4_2 	 pm:cp_Can_04_3 	 44.162619 	 9.941458
4 	 pm:cp_UTB_4_9 	 pm:cp_Cap_04_1 	 46.058164 	 5.900968
2 	 pm:cp_UTB_2_2 	 pm:cp_Can_02_3 	 26.861628 	 6.593078
4 	 pm:cp_UTB_4_10 	 pm:cp_Cap_04_3 	 48.134094 	 27.551213
1 	 pm:cp_UTB_1_9 	 pm:cp_Cap_01_1 	 42.976814 	 4.015969
2 	 pm:cp_UTB_2_9 	 pm:cp_Cap_02_1 	 24.232540 	 6.870968
2 	 pm:cp_UTB_2_1 	 pm:cp_Can_02_1 	 36.612388 	 8.904998
1 	 pm:cp_UTB_1_1 	 pm:cp_Can_01_1 	 60.583717 	 1.503000
3 	 pm:cp_UTB_3_1 	 pm:cp_Can_03_1 	 52.451476 	 22.539389
2 	 pm:cp_UTB_2_10 	 pm:cp_Cap_02_3 	 65.706577 	 11.785456
1 	 pm:cp_UTB_1_10 	 pm:cp_Cap_01_3 	 78.030244 	 6.707968
1 	 pm:cp_UTB_1_2 	 pm:cp_Can_01_3 	 90.420390 	 6.687079
3 	 pm:cp_UTB_3_2 	 pm:cp_Can_03_3 	 81.453526 	 24.021389
3 	 pm:cp_UTB_3_10 	 pm:cp_Cap_03_3 	 109.529833 	 37.276379
4 	 pm:cp_UTB_4_11 	 pm:cp_Cap_04_1 	 29.906979 	 6.431968
1 	 pm:cp_UTB_1_11 	 pm:cp_Cap_01_1 	 21.064713 	 3.611969
4 	 pm:cp_UTB_4_4 	 pm:cp_Can_04_3 	 38.684818 	 9.790458
3 	 pm:cp_UTB_3_9 	 pm:cp_Cap_03_1 	 126.535123 	 26.504615
2 	 pm:cp_UTB_2_4 	 pm:cp_Can_02_3 	 29.359114 	 6.701076
4 	 pm:cp_UTB_4_3 	 pm:cp_Can_04_1 	 62.483243 	 15.094457
2 	 pm:cp_UTB_2_11 	 pm:cp_Cap_02_1 	 42.444556 	 7.238968
2 	 pm:cp_UTB_2_3 	 pm:cp_Can_02_1 	 53.088699 	 22.129198
3 	 pm:cp_UTB_3_3 	 pm:cp_Can_03_1 	 44.582513 	 22.681389
1 	 pm:cp_UTB_1_3 	 pm:cp_Can_01_1 	 65.963866 	 2.113000
4 	 pm:cp_UTB_4_12 	 pm:cp_Cap_04_3 	 89.141622 	 27.742213
1 	 pm:cp_UTB_1_4 	 pm:cp_Can_01_3 	 98.045818 	 6.746079
3 	 pm:cp_UTB_3_4 	 pm:cp_Can_03_3 	 69.903610 	 23.967389
1 	 pm:cp_UTB_1_12 	 pm:cp_Cap_01_3 	 89.582654 	 6.841968
2 	 pm:cp_UTB_2_12 	 pm:cp_Cap_02_3 	 103.442521 	 11.995456
