A	B	C	D	E
3 	 pm:cp_UTB_3_1 	 pm:cp_Can_03_1 	 50.752040 	 22.539389
3 	 pm:cp_UTB_3_2 	 pm:cp_Can_03_3 	 78.457290 	 24.021389
3 	 pm:cp_UTB_3_10 	 pm:cp_Cap_03_3 	 104.147084 	 37.276379
4 	 pm:cp_UTB_4_11 	 pm:cp_Cap_04_1 	 29.910044 	 6.431968
3 	 pm:cp_UTB_3_9 	 pm:cp_Cap_03_1 	 119.427458 	 26.504615
4 	 pm:cp_UTB_4_3 	 pm:cp_Can_04_1 	 36.594935 	 15.094457
4 	 pm:cp_UTB_4_4 	 pm:cp_Can_04_3 	 41.877026 	 9.790458
2 	 pm:cp_UTB_2_4 	 pm:cp_Can_02_3 	 32.250435 	 6.701076
4 	 pm:cp_UTB_4_12 	 pm:cp_Cap_04_3 	 53.506934 	 27.742213
2 	 pm:cp_UTB_2_11 	 pm:cp_Cap_02_1 	 26.157144 	 7.238968
2 	 pm:cp_UTB_2_12 	 pm:cp_Cap_02_3 	 30.461160 	 11.995456
1 	 pm:cp_UTB_1_11 	 pm:cp_Cap_01_1 	 53.471849 	 3.611969
2 	 pm:cp_UTB_2_3 	 pm:cp_Can_02_1 	 44.793545 	 22.129198
1 	 pm:cp_UTB_1_3 	 pm:cp_Can_01_1 	 62.971069 	 2.113000
3 	 pm:cp_UTB_3_3 	 pm:cp_Can_03_1 	 51.382378 	 22.681389
3 	 pm:cp_UTB_3_12 	 pm:cp_Cap_03_3 	 56.007930 	 37.405379
1 	 pm:cp_UTB_1_12 	 pm:cp_Cap_01_3 	 85.018757 	 6.841968
3 	 pm:cp_UTB_3_4 	 pm:cp_Can_03_3 	 66.926286 	 23.967389
1 	 pm:cp_UTB_1_2 	 pm:cp_Can_01_3 	 97.172473 	 6.687079
3 	 pm:cp_UTB_3_11 	 pm:cp_Cap_03_1 	 100.992292 	 27.092615
4 	 pm:cp_UTB_4_13 	 pm:cp_Cap_04_1 	 32.889656 	 9.913968
4 	 pm:cp_UTB_4_5 	 pm:cp_Can_04_1 	 35.257901 	 17.417457
4 	 pm:cp_UTB_4_6 	 pm:cp_Can_04_3 	 45.190167 	 7.582458
2 	 pm:cp_UTB_2_5 	 pm:cp_Can_02_1 	 29.574768 	 9.174000
2 	 pm:cp_UTB_2_6 	 pm:cp_Can_02_3 	 37.660103 	 7.877078
2 	 pm:cp_UTB_2_14 	 pm:cp_Cap_02_3 	 41.951788 	 15.579456
1 	 pm:cp_UTB_1_5 	 pm:cp_Can_01_1 	 63.554625 	 7.786513
2 	 pm:cp_UTB_2_13 	 pm:cp_Cap_02_1 	 50.766619 	 9.973968
4 	 pm:cp_UTB_4_14 	 pm:cp_Cap_04_3 	 86.171585 	 29.576213
3 	 pm:cp_UTB_3_6 	 pm:cp_Can_03_3 	 54.957703 	 25.660389
1 	 pm:cp_UTB_1_13 	 pm:cp_Cap_01_1 	 87.514824 	 32.948987
3 	 pm:cp_UTB_3_14 	 pm:cp_Cap_03_3 	 78.296269 	 39.978379
3 	 pm:cp_UTB_3_5 	 pm:cp_Can_03_1 	 90.320566 	 31.445389
3 	 pm:cp_UTB_3_13 	 pm:cp_Cap_03_1 	 93.312663 	 29.055615
1 	 pm:cp_UTB_1_6 	 pm:cp_Can_01_3 	 127.016351 	 8.055077
1 	 pm:cp_UTB_1_14 	 pm:cp_Cap_01_3 	 122.060958 	 7.987889
4 	 pm:cp_UTB_4_15 	 pm:cp_Cap_04_1 	 40.914394 	 10.039968
4 	 pm:cp_UTB_4_8 	 pm:cp_Can_04_3 	 41.682157 	 7.402458
4 	 pm:cp_UTB_4_7 	 pm:cp_Can_04_1 	 49.767383 	 17.714457
2 	 pm:cp_UTB_2_8 	 pm:cp_Can_02_3 	 37.092477 	 8.546076
4 	 pm:cp_UTB_4_16 	 pm:cp_Cap_04_3 	 84.403345 	 29.897213
1 	 pm:cp_UTB_1_8 	 pm:cp_Can_01_3 	 79.768407 	 8.739077
3 	 pm:cp_UTB_3_8 	 pm:cp_Can_03_3 	 56.178381 	 25.569389
3 	 pm:cp_UTB_3_7 	 pm:cp_Can_03_1 	 69.307691 	 31.339389
1 	 pm:cp_UTB_1_7 	 pm:cp_Can_01_1 	 93.919379 	 15.072513
1 	 pm:cp_UTB_1_15 	 pm:cp_Cap_01_1 	 98.627520 	 33.288986
3 	 pm:cp_UTB_3_16 	 pm:cp_Cap_03_3 	 90.637557 	 39.989379
1 	 pm:cp_UTB_1_16 	 pm:cp_Cap_01_3 	 117.787886 	 39.994988
2 	 pm:cp_UTB_2_7 	 pm:cp_Can_02_1 	 119.592576 	 27.871196
4 	 pm:cp_UTB_4_9 	 pm:cp_Cap_04_1 	 23.918547 	 5.900968
2 	 pm:cp_UTB_2_16 	 pm:cp_Cap_02_3 	 124.423073 	 15.185456
3 	 pm:cp_UTB_3_15 	 pm:cp_Cap_03_1 	 114.288047 	 29.574615
1 	 pm:cp_UTB_1_1 	 pm:cp_Can_01_1 	 22.302911 	 1.503000
4 	 pm:cp_UTB_4_2 	 pm:cp_Can_04_3 	 39.406181 	 9.941458
4 	 pm:cp_UTB_4_1 	 pm:cp_Can_04_1 	 43.859404 	 14.913457
2 	 pm:cp_UTB_2_15 	 pm:cp_Cap_02_1 	 143.857209 	 10.396968
4 	 pm:cp_UTB_4_10 	 pm:cp_Cap_04_3 	 49.424233 	 27.551213
2 	 pm:cp_UTB_2_1 	 pm:cp_Can_02_1 	 39.335233 	 8.904998
1 	 pm:cp_UTB_1_9 	 pm:cp_Cap_01_1 	 50.049522 	 4.015969
2 	 pm:cp_UTB_2_9 	 pm:cp_Cap_02_1 	 40.851354 	 6.870968
1 	 pm:cp_UTB_1_4 	 pm:cp_Can_01_3 	 63.419478 	 6.746079
2 	 pm:cp_UTB_2_2 	 pm:cp_Can_02_3 	 56.449936 	 6.593078
2 	 pm:cp_UTB_2_10 	 pm:cp_Cap_02_3 	 52.179552 	 11.785456
3 	 pm:cp_UTB_3_1 	 pm:cp_Can_03_1 	 67.639454 	 22.539389
1 	 pm:cp_UTB_1_10 	 pm:cp_Cap_01_3 	 90.351340 	 6.707968
3 	 pm:cp_UTB_3_2 	 pm:cp_Can_03_3 	 80.512913 	 24.021389
4 	 pm:cp_UTB_4_11 	 pm:cp_Cap_04_1 	 27.908324 	 6.431968
3 	 pm:cp_UTB_3_10 	 pm:cp_Cap_03_3 	 113.316500 	 37.276379
4 	 pm:cp_UTB_4_3 	 pm:cp_Can_04_1 	 38.755537 	 15.094457
4 	 pm:cp_UTB_4_4 	 pm:cp_Can_04_3 	 40.996196 	 9.790458
3 	 pm:cp_UTB_3_9 	 pm:cp_Cap_03_1 	 127.779028 	 26.504615
4 	 pm:cp_UTB_4_12 	 pm:cp_Cap_04_3 	 46.687026 	 27.742213
2 	 pm:cp_UTB_2_4 	 pm:cp_Can_02_3 	 34.648961 	 6.701076
1 	 pm:cp_UTB_1_11 	 pm:cp_Cap_01_1 	 45.277705 	 3.611969
1 	 pm:cp_UTB_1_3 	 pm:cp_Can_01_1 	 60.961692 	 2.113000
3 	 pm:cp_UTB_3_3 	 pm:cp_Can_03_1 	 52.252063 	 22.681389
2 	 pm:cp_UTB_2_3 	 pm:cp_Can_02_1 	 64.223861 	 22.129198
2 	 pm:cp_UTB_2_11 	 pm:cp_Cap_02_1 	 70.398275 	 7.238968
1 	 pm:cp_UTB_1_2 	 pm:cp_Can_01_3 	 92.275956 	 6.687079
3 	 pm:cp_UTB_3_4 	 pm:cp_Can_03_3 	 68.915912 	 23.967389
1 	 pm:cp_UTB_1_12 	 pm:cp_Cap_01_3 	 90.293831 	 6.841968
2 	 pm:cp_UTB_2_12 	 pm:cp_Cap_02_3 	 91.198131 	 11.995456
3 	 pm:cp_UTB_3_12 	 pm:cp_Cap_03_3 	 106.820331 	 37.405379
4 	 pm:cp_UTB_4_13 	 pm:cp_Cap_04_1 	 31.935527 	 9.913968
4 	 pm:cp_UTB_4_5 	 pm:cp_Can_04_1 	 37.723642 	 17.417457
4 	 pm:cp_UTB_4_6 	 pm:cp_Can_04_3 	 40.471501 	 7.582458
3 	 pm:cp_UTB_3_11 	 pm:cp_Cap_03_1 	 125.961137 	 27.092615
2 	 pm:cp_UTB_2_5 	 pm:cp_Can_02_1 	 26.493217 	 9.174000
1 	 pm:cp_UTB_1_5 	 pm:cp_Can_01_1 	 60.945623 	 7.786513
2 	 pm:cp_UTB_2_13 	 pm:cp_Cap_02_1 	 45.463111 	 9.973968
2 	 pm:cp_UTB_2_6 	 pm:cp_Can_02_3 	 61.283789 	 7.877078
3 	 pm:cp_UTB_3_6 	 pm:cp_Can_03_3 	 50.861689 	 25.660389
4 	 pm:cp_UTB_4_14 	 pm:cp_Cap_04_3 	 93.512529 	 29.576213
1 	 pm:cp_UTB_1_14 	 pm:cp_Cap_01_3 	 87.474201 	 7.987889
1 	 pm:cp_UTB_1_6 	 pm:cp_Can_01_3 	 100.596577 	 8.055077
3 	 pm:cp_UTB_3_5 	 pm:cp_Can_03_1 	 81.601156 	 31.445389
1 	 pm:cp_UTB_1_13 	 pm:cp_Cap_01_1 	 109.978398 	 32.948987
3 	 pm:cp_UTB_3_14 	 pm:cp_Cap_03_3 	 87.624417 	 39.978379
3 	 pm:cp_UTB_3_13 	 pm:cp_Cap_03_1 	 106.637205 	 29.055615
2 	 pm:cp_UTB_2_14 	 pm:cp_Cap_02_3 	 119.230657 	 15.579456
4 	 pm:cp_UTB_4_8 	 pm:cp_Can_04_3 	 35.438876 	 7.402458
4 	 pm:cp_UTB_4_15 	 pm:cp_Cap_04_1 	 42.539230 	 10.039968
4 	 pm:cp_UTB_4_7 	 pm:cp_Can_04_1 	 44.797123 	 17.714457
2 	 pm:cp_UTB_2_15 	 pm:cp_Cap_02_1 	 40.523486 	 10.396968
2 	 pm:cp_UTB_2_8 	 pm:cp_Can_02_3 	 57.592057 	 8.546076
1 	 pm:cp_UTB_1_8 	 pm:cp_Can_01_3 	 68.352934 	 8.739077
3 	 pm:cp_UTB_3_8 	 pm:cp_Can_03_3 	 42.734281 	 25.569389
1 	 pm:cp_UTB_1_7 	 pm:cp_Can_01_1 	 85.263479 	 15.072513
4 	 pm:cp_UTB_4_16 	 pm:cp_Cap_04_3 	 97.547651 	 29.897213
2 	 pm:cp_UTB_2_16 	 pm:cp_Cap_02_3 	 76.323157 	 15.185456
3 	 pm:cp_UTB_3_16 	 pm:cp_Cap_03_3 	 77.950882 	 39.989379
1 	 pm:cp_UTB_1_15 	 pm:cp_Cap_01_1 	 110.608248 	 33.288986
3 	 pm:cp_UTB_3_7 	 pm:cp_Can_03_1 	 93.554602 	 31.339389
3 	 pm:cp_UTB_3_15 	 pm:cp_Cap_03_1 	 101.064762 	 29.574615
1 	 pm:cp_UTB_1_16 	 pm:cp_Cap_01_3 	 121.557290 	 39.994988
1 	 pm:cp_UTB_1_1 	 pm:cp_Can_01_1 	 17.495299 	 1.503000
4 	 pm:cp_UTB_4_9 	 pm:cp_Cap_04_1 	 27.877051 	 5.900968
2 	 pm:cp_UTB_2_7 	 pm:cp_Can_02_1 	 139.152708 	 27.871196
4 	 pm:cp_UTB_4_2 	 pm:cp_Can_04_3 	 47.996821 	 9.941458
4 	 pm:cp_UTB_4_10 	 pm:cp_Cap_04_3 	 50.038927 	 27.551213
4 	 pm:cp_UTB_4_1 	 pm:cp_Can_04_1 	 53.049643 	 14.913457
1 	 pm:cp_UTB_1_10 	 pm:cp_Cap_01_3 	 32.932669 	 6.707968
2 	 pm:cp_UTB_2_9 	 pm:cp_Cap_02_1 	 23.381235 	 6.870968
2 	 pm:cp_UTB_2_2 	 pm:cp_Can_02_3 	 35.071847 	 6.593078
2 	 pm:cp_UTB_2_1 	 pm:cp_Can_02_1 	 35.050202 	 8.904998
1 	 pm:cp_UTB_1_9 	 pm:cp_Cap_01_1 	 49.382969 	 4.015969
2 	 pm:cp_UTB_2_10 	 pm:cp_Cap_02_3 	 42.704788 	 11.785456
3 	 pm:cp_UTB_3_1 	 pm:cp_Can_03_1 	 53.295200 	 22.539389
1 	 pm:cp_UTB_1_4 	 pm:cp_Can_01_3 	 84.134097 	 6.746079
3 	 pm:cp_UTB_3_2 	 pm:cp_Can_03_3 	 82.926629 	 24.021389
4 	 pm:cp_UTB_4_11 	 pm:cp_Cap_04_1 	 25.928392 	 6.431968
3 	 pm:cp_UTB_3_9 	 pm:cp_Cap_03_1 	 110.961071 	 26.504615
3 	 pm:cp_UTB_3_10 	 pm:cp_Cap_03_3 	 122.869634 	 37.276379
4 	 pm:cp_UTB_4_4 	 pm:cp_Can_04_3 	 43.212080 	 9.790458
2 	 pm:cp_UTB_2_4 	 pm:cp_Can_02_3 	 27.690246 	 6.701076
4 	 pm:cp_UTB_4_3 	 pm:cp_Can_04_1 	 54.022856 	 15.094457
2 	 pm:cp_UTB_2_11 	 pm:cp_Cap_02_1 	 25.192266 	 7.238968
4 	 pm:cp_UTB_4_12 	 pm:cp_Cap_04_3 	 57.894640 	 27.742213
1 	 pm:cp_UTB_1_11 	 pm:cp_Cap_01_1 	 52.602682 	 3.611969
2 	 pm:cp_UTB_2_12 	 pm:cp_Cap_02_3 	 39.322418 	 11.995456
1 	 pm:cp_UTB_1_3 	 pm:cp_Can_01_1 	 76.377049 	 2.113000
3 	 pm:cp_UTB_3_3 	 pm:cp_Can_03_1 	 57.300460 	 22.681389
1 	 pm:cp_UTB_1_12 	 pm:cp_Cap_01_3 	 81.055987 	 6.841968
1 	 pm:cp_UTB_1_2 	 pm:cp_Can_01_3 	 106.591975 	 6.687079
3 	 pm:cp_UTB_3_12 	 pm:cp_Cap_03_3 	 83.675826 	 37.405379
3 	 pm:cp_UTB_3_4 	 pm:cp_Can_03_3 	 86.411684 	 23.967389
2 	 pm:cp_UTB_2_3 	 pm:cp_Can_02_1 	 106.326355 	 22.129198
4 	 pm:cp_UTB_4_13 	 pm:cp_Cap_04_1 	 27.890041 	 9.913968
3 	 pm:cp_UTB_3_11 	 pm:cp_Cap_03_1 	 115.422336 	 27.092615
4 	 pm:cp_UTB_4_6 	 pm:cp_Can_04_3 	 35.151667 	 7.582458
2 	 pm:cp_UTB_2_5 	 pm:cp_Can_02_1 	 27.478593 	 9.174000
4 	 pm:cp_UTB_4_5 	 pm:cp_Can_04_1 	 60.830907 	 17.417457
1 	 pm:cp_UTB_1_5 	 pm:cp_Can_01_1 	 58.844607 	 7.786513
2 	 pm:cp_UTB_2_6 	 pm:cp_Can_02_3 	 51.906321 	 7.877078
4 	 pm:cp_UTB_4_14 	 pm:cp_Cap_04_3 	 87.163010 	 29.576213
3 	 pm:cp_UTB_3_6 	 pm:cp_Can_03_3 	 52.811676 	 25.660389
1 	 pm:cp_UTB_1_13 	 pm:cp_Cap_01_1 	 84.350302 	 32.948987
1 	 pm:cp_UTB_1_6 	 pm:cp_Can_01_3 	 90.779784 	 8.055077
3 	 pm:cp_UTB_3_14 	 pm:cp_Cap_03_3 	 92.000759 	 39.978379
3 	 pm:cp_UTB_3_5 	 pm:cp_Can_03_1 	 104.554946 	 31.445389
1 	 pm:cp_UTB_1_14 	 pm:cp_Cap_01_3 	 119.297758 	 7.987889
2 	 pm:cp_UTB_2_13 	 pm:cp_Cap_02_1 	 117.806726 	 9.973968
3 	 pm:cp_UTB_3_13 	 pm:cp_Cap_03_1 	 112.069630 	 29.055615
2 	 pm:cp_UTB_2_14 	 pm:cp_Cap_02_3 	 130.934369 	 15.579456
4 	 pm:cp_UTB_4_8 	 pm:cp_Can_04_3 	 47.214636 	 7.402458
4 	 pm:cp_UTB_4_15 	 pm:cp_Cap_04_1 	 52.224108 	 10.039968
2 	 pm:cp_UTB_2_8 	 pm:cp_Can_02_3 	 37.844798 	 8.546076
4 	 pm:cp_UTB_4_7 	 pm:cp_Can_04_1 	 64.197397 	 17.714457
2 	 pm:cp_UTB_2_16 	 pm:cp_Cap_02_3 	 40.676151 	 15.185456
4 	 pm:cp_UTB_4_16 	 pm:cp_Cap_04_3 	 85.732198 	 29.897213
3 	 pm:cp_UTB_3_8 	 pm:cp_Can_03_3 	 48.100199 	 25.569389
1 	 pm:cp_UTB_1_7 	 pm:cp_Can_01_1 	 78.129845 	 15.072513
3 	 pm:cp_UTB_3_7 	 pm:cp_Can_03_1 	 62.584261 	 31.339389
2 	 pm:cp_UTB_2_15 	 pm:cp_Cap_02_1 	 63.520828 	 10.396968
1 	 pm:cp_UTB_1_8 	 pm:cp_Can_01_3 	 108.192957 	 8.739077
1 	 pm:cp_UTB_1_15 	 pm:cp_Cap_01_1 	 108.990616 	 33.288986
3 	 pm:cp_UTB_3_15 	 pm:cp_Cap_03_1 	 96.613554 	 29.574615
4 	 pm:cp_UTB_4_9 	 pm:cp_Cap_04_1 	 26.901653 	 5.900968
3 	 pm:cp_UTB_3_16 	 pm:cp_Cap_03_3 	 112.326121 	 39.989379
1 	 pm:cp_UTB_1_1 	 pm:cp_Can_01_1 	 23.162661 	 1.503000
1 	 pm:cp_UTB_1_9 	 pm:cp_Cap_01_1 	 23.705892 	 4.015969
4 	 pm:cp_UTB_4_1 	 pm:cp_Can_04_1 	 38.882091 	 14.913457
4 	 pm:cp_UTB_4_2 	 pm:cp_Can_04_3 	 39.649041 	 9.941458
2 	 pm:cp_UTB_2_7 	 pm:cp_Can_02_1 	 147.260237 	 27.871196
4 	 pm:cp_UTB_4_10 	 pm:cp_Cap_04_3 	 48.047699 	 27.551213
2 	 pm:cp_UTB_2_2 	 pm:cp_Can_02_3 	 28.842602 	 6.593078
1 	 pm:cp_UTB_1_16 	 pm:cp_Cap_01_3 	 160.208644 	 39.994988
2 	 pm:cp_UTB_2_9 	 pm:cp_Cap_02_1 	 42.781770 	 6.870968
2 	 pm:cp_UTB_2_1 	 pm:cp_Can_02_1 	 55.901789 	 8.904998
3 	 pm:cp_UTB_3_1 	 pm:cp_Can_03_1 	 57.249396 	 22.539389
1 	 pm:cp_UTB_1_4 	 pm:cp_Can_01_3 	 79.420901 	 6.746079
2 	 pm:cp_UTB_2_10 	 pm:cp_Cap_02_3 	 82.013030 	 11.785456
3 	 pm:cp_UTB_3_2 	 pm:cp_Can_03_3 	 79.832456 	 24.021389
1 	 pm:cp_UTB_1_10 	 pm:cp_Cap_01_3 	 106.466784 	 6.707968
4 	 pm:cp_UTB_4_11 	 pm:cp_Cap_04_1 	 28.891664 	 6.431968
3 	 pm:cp_UTB_3_9 	 pm:cp_Cap_03_1 	 118.963355 	 26.504615
4 	 pm:cp_UTB_4_3 	 pm:cp_Can_04_1 	 38.058192 	 15.094457
4 	 pm:cp_UTB_4_4 	 pm:cp_Can_04_3 	 39.578062 	 9.790458
1 	 pm:cp_UTB_1_3 	 pm:cp_Can_01_1 	 29.949445 	 2.113000
3 	 pm:cp_UTB_3_10 	 pm:cp_Cap_03_3 	 127.017909 	 37.276379
2 	 pm:cp_UTB_2_4 	 pm:cp_Can_02_3 	 28.608586 	 6.701076
1 	 pm:cp_UTB_1_11 	 pm:cp_Cap_01_1 	 43.273583 	 3.611969
4 	 pm:cp_UTB_4_12 	 pm:cp_Cap_04_3 	 58.159454 	 27.742213
2 	 pm:cp_UTB_2_12 	 pm:cp_Cap_02_3 	 31.988702 	 11.995456
3 	 pm:cp_UTB_3_3 	 pm:cp_Can_03_1 	 47.900281 	 22.681389
1 	 pm:cp_UTB_1_2 	 pm:cp_Can_01_3 	 74.201676 	 6.687079
1 	 pm:cp_UTB_1_12 	 pm:cp_Cap_01_3 	 70.784545 	 6.841968
2 	 pm:cp_UTB_2_11 	 pm:cp_Cap_02_1 	 68.313430 	 7.238968
3 	 pm:cp_UTB_3_4 	 pm:cp_Can_03_3 	 73.921678 	 23.967389
2 	 pm:cp_UTB_2_3 	 pm:cp_Can_02_1 	 117.348453 	 22.129198
3 	 pm:cp_UTB_3_12 	 pm:cp_Cap_03_3 	 100.511428 	 37.405379
4 	 pm:cp_UTB_4_13 	 pm:cp_Cap_04_1 	 34.942855 	 9.913968
3 	 pm:cp_UTB_3_11 	 pm:cp_Cap_03_1 	 121.470794 	 27.092615
4 	 pm:cp_UTB_4_6 	 pm:cp_Can_04_3 	 44.255135 	 7.582458
2 	 pm:cp_UTB_2_5 	 pm:cp_Can_02_1 	 28.499836 	 9.174000
4 	 pm:cp_UTB_4_5 	 pm:cp_Can_04_1 	 57.059603 	 17.417457
1 	 pm:cp_UTB_1_5 	 pm:cp_Can_01_1 	 62.846947 	 7.786513
2 	 pm:cp_UTB_2_13 	 pm:cp_Cap_02_1 	 47.666824 	 9.973968
2 	 pm:cp_UTB_2_6 	 pm:cp_Can_02_3 	 64.052833 	 7.877078
3 	 pm:cp_UTB_3_6 	 pm:cp_Can_03_3 	 53.660199 	 25.660389
4 	 pm:cp_UTB_4_14 	 pm:cp_Cap_04_3 	 95.129163 	 29.576213
1 	 pm:cp_UTB_1_6 	 pm:cp_Can_01_3 	 99.787231 	 8.055077
1 	 pm:cp_UTB_1_13 	 pm:cp_Cap_01_1 	 103.353335 	 32.948987
3 	 pm:cp_UTB_3_5 	 pm:cp_Can_03_1 	 86.276532 	 31.445389
3 	 pm:cp_UTB_3_14 	 pm:cp_Cap_03_3 	 101.145787 	 39.978379
2 	 pm:cp_UTB_2_14 	 pm:cp_Cap_02_3 	 120.179552 	 15.579456
3 	 pm:cp_UTB_3_13 	 pm:cp_Cap_03_1 	 113.963659 	 29.055615
1 	 pm:cp_UTB_1_14 	 pm:cp_Cap_01_3 	 135.586344 	 7.987889
4 	 pm:cp_UTB_4_15 	 pm:cp_Cap_04_1 	 36.942509 	 10.039968
4 	 pm:cp_UTB_4_8 	 pm:cp_Can_04_3 	 41.151667 	 7.402458
4 	 pm:cp_UTB_4_7 	 pm:cp_Can_04_1 	 48.234489 	 17.714457
2 	 pm:cp_UTB_2_8 	 pm:cp_Can_02_3 	 37.829866 	 8.546076
4 	 pm:cp_UTB_4_16 	 pm:cp_Cap_04_3 	 86.930759 	 29.897213
3 	 pm:cp_UTB_3_8 	 pm:cp_Can_03_3 	 48.020429 	 25.569389
2 	 pm:cp_UTB_2_15 	 pm:cp_Cap_02_1 	 58.960963 	 10.396968
3 	 pm:cp_UTB_3_7 	 pm:cp_Can_03_1 	 63.632068 	 31.339389
1 	 pm:cp_UTB_1_8 	 pm:cp_Can_01_3 	 84.595192 	 8.739077
1 	 pm:cp_UTB_1_7 	 pm:cp_Can_01_1 	 89.674730 	 15.072513
1 	 pm:cp_UTB_1_15 	 pm:cp_Cap_01_1 	 103.602272 	 33.288986
1 	 pm:cp_UTB_1_16 	 pm:cp_Cap_01_3 	 115.858646 	 39.994988
3 	 pm:cp_UTB_3_16 	 pm:cp_Cap_03_3 	 96.803558 	 39.989379
4 	 pm:cp_UTB_4_9 	 pm:cp_Cap_04_1 	 26.050908 	 5.900968
2 	 pm:cp_UTB_2_7 	 pm:cp_Can_02_1 	 131.337882 	 27.871196
3 	 pm:cp_UTB_3_15 	 pm:cp_Cap_03_1 	 112.948664 	 29.574615
1 	 pm:cp_UTB_1_1 	 pm:cp_Can_01_1 	 19.869899 	 1.503000
2 	 pm:cp_UTB_2_16 	 pm:cp_Cap_02_3 	 131.861487 	 15.185456
4 	 pm:cp_UTB_4_2 	 pm:cp_Can_04_3 	 40.151667 	 9.941458
4 	 pm:cp_UTB_4_1 	 pm:cp_Can_04_1 	 44.734788 	 14.913457
4 	 pm:cp_UTB_4_10 	 pm:cp_Cap_04_3 	 53.252543 	 27.551213
2 	 pm:cp_UTB_2_9 	 pm:cp_Cap_02_1 	 24.919265 	 6.870968
2 	 pm:cp_UTB_2_2 	 pm:cp_Can_02_3 	 36.147474 	 6.593078
1 	 pm:cp_UTB_1_9 	 pm:cp_Cap_01_1 	 50.075118 	 4.015969
2 	 pm:cp_UTB_2_10 	 pm:cp_Cap_02_3 	 48.447634 	 11.785456
2 	 pm:cp_UTB_2_1 	 pm:cp_Can_02_1 	 59.065615 	 8.904998
3 	 pm:cp_UTB_3_10 	 pm:cp_Cap_03_3 	 58.377361 	 37.276379
1 	 pm:cp_UTB_1_10 	 pm:cp_Cap_01_3 	 79.160641 	 6.707968
1 	 pm:cp_UTB_1_4 	 pm:cp_Can_01_3 	 94.726119 	 6.746079
3 	 pm:cp_UTB_3_1 	 pm:cp_Can_03_1 	 79.928810 	 22.539389
3 	 pm:cp_UTB_3_9 	 pm:cp_Cap_03_1 	 83.962489 	 26.504615
3 	 pm:cp_UTB_3_2 	 pm:cp_Can_03_3 	 90.915912 	 24.021389
4 	 pm:cp_UTB_4_11 	 pm:cp_Cap_04_1 	 29.927970 	 6.431968
4 	 pm:cp_UTB_4_4 	 pm:cp_Can_04_3 	 37.942882 	 9.790458
4 	 pm:cp_UTB_4_3 	 pm:cp_Can_04_1 	 42.193885 	 15.094457
1 	 pm:cp_UTB_1_3 	 pm:cp_Can_01_1 	 33.820832 	 2.113000
1 	 pm:cp_UTB_1_11 	 pm:cp_Cap_01_1 	 34.163038 	 3.611969
2 	 pm:cp_UTB_2_4 	 pm:cp_Can_02_3 	 32.815349 	 6.701076
2 	 pm:cp_UTB_2_11 	 pm:cp_Cap_02_1 	 24.395983 	 7.238968
4 	 pm:cp_UTB_4_12 	 pm:cp_Cap_04_3 	 64.401974 	 27.742213
1 	 pm:cp_UTB_1_2 	 pm:cp_Can_01_3 	 71.623796 	 6.687079
3 	 pm:cp_UTB_3_3 	 pm:cp_Can_03_1 	 53.136871 	 22.681389
2 	 pm:cp_UTB_2_12 	 pm:cp_Cap_02_3 	 73.012871 	 11.995456
1 	 pm:cp_UTB_1_12 	 pm:cp_Cap_01_3 	 91.665296 	 6.841968
3 	 pm:cp_UTB_3_4 	 pm:cp_Can_03_3 	 76.731278 	 23.967389
2 	 pm:cp_UTB_2_3 	 pm:cp_Can_02_1 	 108.995657 	 22.129198
3 	 pm:cp_UTB_3_12 	 pm:cp_Cap_03_3 	 102.508930 	 37.405379
3 	 pm:cp_UTB_3_11 	 pm:cp_Cap_03_1 	 115.977675 	 27.092615
4 	 pm:cp_UTB_4_13 	 pm:cp_Cap_04_1 	 32.888971 	 9.913968
4 	 pm:cp_UTB_4_6 	 pm:cp_Can_04_3 	 41.066178 	 7.582458
4 	 pm:cp_UTB_4_5 	 pm:cp_Can_04_1 	 44.802122 	 17.417457
2 	 pm:cp_UTB_2_5 	 pm:cp_Can_02_1 	 25.808846 	 9.174000
1 	 pm:cp_UTB_1_5 	 pm:cp_Can_01_1 	 66.512980 	 7.786513
2 	 pm:cp_UTB_2_13 	 pm:cp_Cap_02_1 	 48.316020 	 9.973968
2 	 pm:cp_UTB_2_6 	 pm:cp_Can_02_3 	 60.125154 	 7.877078
3 	 pm:cp_UTB_3_6 	 pm:cp_Can_03_3 	 43.033560 	 25.660389
4 	 pm:cp_UTB_4_14 	 pm:cp_Cap_04_3 	 87.250971 	 29.576213
1 	 pm:cp_UTB_1_13 	 pm:cp_Cap_01_1 	 88.739610 	 32.948987
1 	 pm:cp_UTB_1_14 	 pm:cp_Cap_01_3 	 79.676600 	 7.987889
1 	 pm:cp_UTB_1_6 	 pm:cp_Can_01_3 	 97.239025 	 8.055077
2 	 pm:cp_UTB_2_14 	 pm:cp_Cap_02_3 	 82.183606 	 15.579456
3 	 pm:cp_UTB_3_5 	 pm:cp_Can_03_1 	 94.054449 	 31.445389
3 	 pm:cp_UTB_3_14 	 pm:cp_Cap_03_3 	 88.538494 	 39.978379
3 	 pm:cp_UTB_3_13 	 pm:cp_Cap_03_1 	 107.840592 	 29.055615
4 	 pm:cp_UTB_4_8 	 pm:cp_Can_04_3 	 44.477474 	 7.402458
4 	 pm:cp_UTB_4_7 	 pm:cp_Can_04_1 	 52.291060 	 17.714457
